"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Parallel implementation of the modified subset sum problem in CUDA","Z. Ristovski; I. Mishkovski; S. Gramatikov; S. Filiposka","Faculty of Computer Sciences and Engineering, P.O. Box 393, 1000 Skopje, R. Macedonia; Faculty of Computer Sciences and Engineering, P.O. Box 393, 1000 Skopje, R. Macedonia; Faculty of Computer Sciences and Engineering, P.O. Box 393, 1000 Skopje, R. Macedonia; Faculty of Computer Sciences and Engineering, P.O. Box 393, 1000 Skopje, R. Macedonia","2014 22nd Telecommunications Forum Telfor (TELFOR)","9 Feb 2015","2014","","","923","926","In the recent years, computing is shifting from “central processing” on the CPU to “co-processing” on the CPU and GPU. This computing paradigm shift is due to the development of CUDA (Compute Unified Device Architecture) parallel computing architecture. CUDA is a programming model for parallel computing in Graphics Processing Units (GPUs). In this work, we have implemented parallel solution of the NP-complete modified subset sum algorithm using CUDA. With our implementation, for a certain problem size, we have obtained speedup of 20 times, compared to the CPU version.","","978-1-4799-6191-7","10.1109/TELFOR.2014.7034556","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7034556","CUDA;Modified subset sum algorithm;GPGPU;Parallel Speedup","Graphics processing units;Vectors;Instruction sets;Central Processing Unit;Programming;Peer-to-peer computing;Computer architecture","graphics processing units;mathematics computing;optimisation;parallel architectures;set theory","CUDA;CPU;GPU;coprocessing;central processing;computing paradigm shift;compute unified device architecture;parallel computing architecture;graphics processing units;NP-complete modified subset sum algorithm","","2","","11","","9 Feb 2015","","","IEEE","IEEE Conferences"
"Throughput-Effective On-Chip Networks for Manycore Accelerators","A. Bakhoda; J. Kim; T. M. Aamodt","ECE Dept., Univ. of British Columbia, Vancouver, BC, Canada; CS Dept., KAIST, Daejeon, South Korea; ECE Dept., Univ. of British Columbia, Vancouver, BC, Canada","2010 43rd Annual IEEE/ACM International Symposium on Microarchitecture","20 Jan 2011","2010","","","421","432","As the number of cores and threads in manycore compute accelerators such as Graphics Processing Units (GPU) increases, so does the importance of on-chip interconnection network design. This paper explores throughput-effective network-on-chips (NoC) for future manycore accelerators that employ bulk-synchronous parallel (BSP) programming models such as CUDA and OpenCL. A hardware optimization is ""throughput-effective"" if it improves parallel application level performance per unit chip area. We evaluate performance of future looking workloads using detailed closed-loop simulations modeling compute nodes, NoC and the DRAM memory system. We start from a mesh design with bisection bandwidth balanced with off-chip demand. Accelerator workloads tend to demand high off-chip memory bandwidth which results in a many-to-few traffic pattern when coupled with expected technology constraints of slow growth in pins-per-chip. Leveraging these observations we reduce NoC area by proposing a ""checkerboard"" NoC which alternates between conventional full-routers and half-routers with limited connectivity. Checkerboard employs a new oblivious routing algorithm that maintains a minimum hop-count for architectures that place L2 cache banks at the half-router nodes. Next, we show that increasing network injection bandwidth for the large amount of read reply traffic at the nodes connected to DRAM controllers alleviates a significant fraction of the remaining imbalance resulting from the many-to-few traffic pattern. The combined effect of the above optimizations with an improved placement of memory controllers in the mesh and channel slicing improves application throughput per unit area by 25.4%.","2379-3155","978-1-4244-9071-4","10.1109/MICRO.2010.50","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5695555","NoC;Compute accelerator;GPGPU","Bandwidth;Throughput;Computational modeling;Instruction sets;Benchmark testing;Computer architecture;Random access memory","circuit optimisation;circuit simulation;multiprocessing systems;multiprocessor interconnection networks;network routing;network-on-chip;parallel programming","manycore compute accelerator;on-chip interconnection network design;throughput-effective network-on-chip;throughput-effective NoC;bulk-synchronous parallel programming model;BSP programming model;hardware optimization;closed-loop simulation;DRAM memory system;off-chip memory bandwidth;pins-per-chip;checkerboard NoC;routing algorithm;L2 cache banks;network injection bandwidth","","94","1","49","","20 Jan 2011","","","IEEE","IEEE Conferences"
"An MDE Approach for Automatic Code Generation from UML/MARTE to OpenCL","A. W. O. Rodrigues; F. Guyomarc'h; J. Dekeyser","Federal Institute of Education, Science, and Technology of Ceará; University of Lille; University of Lille","Computing in Science & Engineering","21 Jan 2013","2013","15","1","46","55","To reduce the design complexity of OpenCL programming, the approach proposed here generates application code automatically, based on model-driven engineering (MDE) and modeling and analysis of real-time and embedded (MARTE) systems. The aim is to provide application-development resources for nonspecialists in parallel programming, exploiting concepts such as reuse and platform independence.","1558-366X","","10.1109/MCSE.2012.35","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6171148","model-driven engineering;MARTE;OpenCL;GPU;high-performance computing;scientific computing","Unified modeling language;Computational modeling;Computer architecture;Software engineering;Resource management;Parallel programming;Scientific computing","computational complexity;program compilers;software engineering;Unified Modeling Language","MDE approach;automatic code generation;UML/MARTE system;OpenCL programming;model-driven engineering;modeling and analysis of real-time and embedded systems;application-development resources;parallel programming;design complexity","","20","","9","","19 Mar 2012","","","IEEE","IEEE Magazines"
"Fast Motion Estimation on Graphics Hardware for H.264 Video Encoding","M. Schwalb; R. Ewerth; B. Freisleben","Dept. of Math. & Comput. Sci., Univ. of Marburg, Marburg; Dept. of Math. & Comput. Sci., Univ. of Marburg, Marburg; Dept. of Math. & Comput. Sci., Univ. of Marburg, Marburg","IEEE Transactions on Multimedia","13 Jan 2009","2009","11","1","1","10","The video coding standard H.264 supports video compression with a higher coding efficiency than previous standards. However, this comes at the expense of an increased encoding complexity, in particular for motion estimation which becomes a very time consuming task even for today's central processing units (CPU). On the other hand, modern graphics hardware includes a powerful graphics processing unit (GPU) whose computing power remains idle most of the time. In this paper, we present a GPU based approach to motion estimation for the purpose of H.264 video encoding. A small diamond search is adapted to the programming model of modern GPUs to exploit their available parallel computing power and memory bandwidth. Experimental results demonstrate a significant reduction of computation time and a competitive encoding quality compared to a CPU UMHexagonS implementation while enabling the CPU to process other encoding tasks in parallel.","1941-0077","","10.1109/TMM.2008.2008873","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4721593","Parallel motion estimation;H.264;GPGPU (general purpose computation on GPU);programmable graphics hardware;MPEG-4 part 10/AVC","Motion estimation;Graphics;Hardware;Encoding;Central Processing Unit;Video compression;Video coding;Parallel programming;Parallel processing;Bandwidth","computer graphic equipment;data compression;motion estimation;video coding","fast motion estimation;graphics hardware;H.264 video encoding;video compression;graphics processing unit;parallel computing","","25","2","12","IEEE","22 Dec 2008","","","IEEE","IEEE Journals"
"Porting an explicit time-domain volume-integral-equation solver on gpus with openacc [open problems in cem]","S. Feki; A. Al-Jarro; A. Clo; H. Bagci","KAUST Supercomputing Laboratory; Division of Computer, Electrical and Mathematical Sciences and Engineering, University College London, London WC1E 7JE, UK; Photonics Group, Department of Electronic and Electrical Engineering, University College London, London WC1E 7JE, UK; KAUST Research Computing, King Abdullah University of Science and Technology (KAUST), Thuwal, 23955-6900, KSA; Division of Computer, Electrical and Mathematical Sciences and Engineering, University College London, London WC1E 7JE, UK","IEEE Antennas and Propagation Magazine","17 Jun 2014","2014","56","2","265","277","Graphics processing units (GPUs) are gradually becoming mainstream in high-performance computing, as their capabilities for enhancing performance of a large spectrum of scientific applications to many fold when compared to multi-core CPUs have been clearly identified and proven. In this paper, implementation and performance-tuning details for porting an explicit marching-on-in-time (MOT)-based time-domain volume-integral-equation (TDVIE) solver onto GPUs are described in detail. To this end, a high-level approach, utilizing the OpenACC directive-based parallel programming model, is used to minimize two often-faced challenges in GPU programming: developer productivity and code portability. The MOT-TDVIE solver code, originally developed for CPUs, is annotated with compiler directives to port it to GPUs in a fashion similar to how OpenMP targets multi-core CPUs. In contrast to CUDA and OpenCL, where significant modifications to CPU-based codes are required, this high-level approach therefore requires minimal changes to the codes. In this work, we make use of two available OpenACC compilers, CAPS and PGI. Our experience reveals that different annotations of the code are required for each of the compilers, due to different interpretations of the fairly new standard by the compiler developers. Both versions of the OpenACC accelerated code achieved significant performance improvements, with up to 30× speedup against the sequential CPU code using recent hardware technology. Moreover, we demonstrated that the GPU-accelerated fully explicit MOT-TDVIE solver leveraged energy-consumption gains of the order of 3× against its CPU counterpart.","1558-4143","","10.1109/MAP.2014.6837098","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6837098","Time domain volume integral equation;explicit marching-on-in-time scheme;parallel programming;parallel processing;graphics processing unit (GPU);OpenACC","Graphics processing units;Acceleration;Finite element analysis;Convolutional codes;Time-domain analysis;Programming","","","","3","","27","IEEE","17 Jun 2014","","","IEEE","IEEE Magazines"
"Speeding Up Homomorpic Hashing Using GPUs","K. Zhao; X. Chu; M. Z. Wang; Y. Jiang","Dept. of Comput. Sci., Hong Kong Baptist Univ., Hong Kong, China; Dept. of Comput. Sci., Hong Kong Baptist Univ., Hong Kong, China; NA; NA","2009 IEEE International Conference on Communications","11 Aug 2009","2009","","","1","5","Homomorphic hash functions (HHFs) have been applied into peer-to-peer networks with erasure coding or network coding to defend against pollution attacks. Unfortunately HHFs are computationally expensive for contemporary CPUs, This paper to exploit the computing power of graphic processing units (GPUs) for homomorphic hashing. Specifically, we demonstrate how to use NVIDIA GPUs and the computer unified device architecture (CUDA) programming model to achieve 38 times of speedup over the CPU counterpart. We also develop a multi-precision modular arithmetic library on CUDA platform, which is not only key to our specific application, but also very useful for a large number of cryptographic applications.","1938-1883","978-1-4244-3435-0","10.1109/ICC.2009.5199483","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5199483","","Application software;Peer to peer computing;Network coding;Pollution;Computer graphics;Computer architecture;Central Processing Unit;Arithmetic;Libraries;Cryptography","computer graphics;coprocessors;cryptography;Internet;peer-to-peer computing;telecommunication security","homomorphic hash functions;NVIDIA GPU;graphic processing units;peer-to-peer networks;erasure coding;network coding;pollution attacks;contemporary CPU;computer unified device architecture programming model;cryptographic applications;Internet applications","","2","","17","","11 Aug 2009","","","IEEE","IEEE Conferences"
"CuMAPz: A tool to analyze memory access patterns in CUDA","Y. Kim; A. Shrivastava","Compiler and Microarchitecture Laboratory, Arizona State University, Tempe 85281, USA; Compiler and Microarchitecture Laboratory, Arizona State University, Tempe 85281, USA","2011 48th ACM/EDAC/IEEE Design Automation Conference (DAC)","11 Aug 2011","2011","","","128","133","CUDA programming model provides a simple interface to program on GPUs, but tuning GPGPU applications for high performance is still quite challenging. Programmers need to consider several architectural details, and small changes in source code, especially on memory access pattern, affect performance significantly. This paper presents CuMAPz, a tool to compare the memory performance of a CUDA program. CuMAPz can help programmers explore different ways of using shared and global memories, and optimize their program for memory behavior. CuMAPz models several memory effects, e.g., data reuse, global memory access coalescing, shared memory bank conflict, channel skew, and branch divergence. By using CuMAPz to explore memory access design space, we could improve the performance of our benchmarks by 62% over the naive cases, and 32% over previous approach.","85-644924","978-1-4503-0636-2","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5981927","GPGPU;CUDA;Memory access pattern;Performance Estimation;Analytical Model","Instruction sets;Graphics processing unit;Kernel;Estimation;Channel estimation;Correlation;Benchmark testing","computer graphic equipment;coprocessors;parallel architectures;parallel programming;storage management","CuMAPz;memory access patterns;CUDA;CUDA programming model;GPU;GPGPU;source code;memory behavior;memory effects;data reuse;global memory access coalescing;shared memory bank conflict;channel skew;branch divergence;graphics processing units","","1","","21","","11 Aug 2011","","","IEEE","IEEE Conferences"
"Legion-based scientific data analytics on heterogeneous processors","L. Yu; H. Yu",University of Nebraska-Lincoln; University of Nebraska-Lincoln,"2016 IEEE International Conference on Big Data (Big Data)","6 Feb 2017","2016","","","2305","2314","We present a study of scientific data analytics on heterogeneous architectures using the Legion runtime system. Legion is a new programming model and runtime system targeting distributed heterogeneous architectures. It introduces logical regions as a new abstraction for describing the structures and usages of program data. We describe how to leverage logical regions to express important properties of program data, such as locality and independence, for scientific data analytics that can consist of multiple operations with different data types. Our approach can help users simplify programming on the data partition, data organization, and data movement for distributed-memory heterogeneous architectures, thereby facilitating a simultaneous execution of multiple analytics operations on modern and future supercomputers. We demonstrate the scalability and the usability of our approach by a hybrid data partitioning and distribution scheme for different data types using both CPUs and GPUs on a heterogeneous system.","","978-1-4673-9005-7","10.1109/BigData.2016.7840863","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7840863","scientific data analytics;heterogeneous processors;Legion","Program processors;Programming;Computer architecture;Data analysis;Supercomputers;Runtime;Parallel processing","data analysis;parallel programming;scientific information systems","legion-based scientific data analytics;heterogeneous processors;Legion runtime system;Legion programming model;logical regions;program data structures;program data usages;logical region leveraging;program data locality property;program data independence property;data partitioning;data organization;data movement;distributed-memory heterogeneous architectures;hybrid data partitioning-and-distribution scheme;CPU;GPU","","","","33","","6 Feb 2017","","","IEEE","IEEE Conferences"
"Intermediate-Level Synthesis of a Gauss-Jordan Elimination Linear Solver","M. Daigneault; J. P. David","Ecole Polytech. de Montreal, Univ. de Montreal, Montreal, QC, Canada; Ecole Polytech. de Montreal, Univ. de Montreal, Montreal, QC, Canada","2015 IEEE International Parallel and Distributed Processing Symposium Workshop","1 Oct 2015","2015","","","176","181","As the world of computing goes more and more parallel, reconfigurable computing can enable interesting compromises in terms of processing speed and power consumption between CPUs and GPUs. Yet, from a developer's perspective, programming Field-Programmable Gate Arrays to implement application specific processors still represents a significant challenge. In this paper, we present the application of an Intermediate-Level Synthesis methodology to the design of a Gauss-Jordan elimination linear solver on FPGA. The ILS methodology takes for input a language offering an Algorithmic-State Machine programming model. Each ASM handles blocking and non-blocking connections between data-synchronized channels having streaming interfaces with implicit ready-to-send/receive signals. Using our compiler, a scalable linear solver design reaching as much as 46.2 GFLOPS was designed and tested in a matter of days, showing how the ILS methodology can enable an interesting design time/performance compromise between RTL and HLS methodologies.","","978-1-4673-7684-6","10.1109/IPDPSW.2015.98","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7284306","","Hardware;Field programmable gate arrays;Synchronization;Data transfer;Algorithm design and analysis;Coprocessors;Clocks","field programmable gate arrays;graphics processing units","Gauss-Jordan elimination linear solver;parallel computing;reconfigurable computing;processing speed;power consumption;CPU;GPU;programming field-programmable gate arrays;application specific processors;intermediate-level synthesis methodology;FPGA;algorithmic-state machine programming model;nonblocking connections;data-synchronized channels;streaming interfaces;compiler;scalable linear solver design","","1","","15","","1 Oct 2015","","","IEEE","IEEE Conferences"
"Efficient Compilation and Execution of JVM-Based Data Processing Frameworks on Heterogeneous Co-Processors","C. Kotselidis; S. Diamantopoulos; O. Akrivopoulos; V. Rosenfeld; K. Doka; H. Mohammed; G. Mylonas; V. Spitadakis; W. Morgan","The University of Manchester; Exus Ltd.; SparkWorks ITC Ltd.; German Research Center for Artificial Intelligence; National Technical University of Athens; Kaleao Ltd.; Computer Technology Institute & Press Diophantus; Neurocom,Luxembourg; IProov Ltd.","2020 Design, Automation & Test in Europe Conference & Exhibition (DATE)","15 Jun 2020","2020","","","175","179","This paper addresses the fundamental question of how modern Big Data frameworks can dynamically and transparently exploit heterogeneous hardware accelerators. After presenting the major challenges that have to be addressed towards this goal, we describe our proposed architecture for automatic and transparent hardware acceleration of Big Data frameworks and applications. Our vision is to retain the uniform programming model of Big Data frameworks and enable automatic, dynamic Just-In-Time compilation of the candidate code segments that benefit from hardware acceleration to the corresponding format. In conjunction with machine learning-based device selection, that respect user-defined constraints (e.g., cost, time, etc.), we enable dynamic code execution on GPUs and FPGAs transparently to the user. In addition, we dynamically re-steer execution at runtime based on the availability of resources. Our preliminary results demonstrate that our approach can accelerate an existing Apache Flink application by up to 16.5x.","1558-1101","978-3-9819263-4-7","10.23919/DATE48585.2020.9116246","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9116246","","Europe;Automation;Task analysis;Artificial intelligence;Presses;Data processing;Engines","Big Data;coprocessors;field programmable gate arrays;graphics processing units;Java;learning (artificial intelligence);parallel programming;program compilers;virtual machines","modern Big Data frameworks;heterogeneous hardware accelerators;automatic hardware acceleration;transparent hardware acceleration;uniform programming model;just-in-time compilation;candidate code segments;machine learning-based device selection;dynamic code execution;heterogeneous coprocessors;JVM-based data processing frameworks;GPU;FPGA","","","","35","","15 Jun 2020","","","IEEE","IEEE Conferences"
"Optimizing sparse matrix-vector multiplication on CUDA","Zhuowei Wang; Xianbin Xu; Wuqing Zhao; Yuping Zhang; Shuibing He","school of computer, wuhan university, China; school of computer, wuhan university, China; school of computer, wuhan university, China; school of computer, wuhan university, China; school of computer, wuhan university, China","2010 2nd International Conference on Education Technology and Computer","29 Jul 2010","2010","4","","V4-109","V4-113","In recent years, GPUs have attracted the attention of many application developers as powerful massively parallel system. CUDA as a general purpose parallel computing architecture make GPUs an appealing choice to solve many complex computational problems in a more efficient way. In this paper, we discuss implementing optimizing spare matrix-vector multiplication on NVIDIA GPUs using CUDA programming model. We outline three optimizations include: (1) optimized CSR storage format, (2) optimized threads mapping, and (3) avoiding divergence judgment. We experimentally evaluate our optimizations on GeForce 9600 GTX, connect to Windows xp 64-bit system. In comparison with NVIDIA's SpMV library and NVIDIA's CUDDPA library, the results show that optimizing sparse matrix-vector multiplication on CUDA achieves better performance than other SpMV implementations.","2155-1812","978-1-4244-6370-1","10.1109/ICETC.2010.5529724","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5529724","GPUs;CUDA;SpMV;NVIDIA's SpMV library;NVIDIA's CUDDPA library","Sparse matrices;Concurrent computing;Libraries;Educational institutions;Graphics processing unit;Parallel processing;Parallel programming;Kernel;Computer science education","microprocessor chips;parallel processing;performance evaluation","sparse matrix-vector multiplication;powerful massively parallel system;general purpose parallel computing architecture;complex computational problem;NVIDIA GPU;CUDA programming model;optimized CSR storage format;optimized thread mapping;GeForce 9600 GTX;Windows xp 64-bit system","","5","","12","","29 Jul 2010","","","IEEE","IEEE Conferences"
"A Comparative Evaluation of Parallel Programming Models for Shared-Memory Architectures","L. M. Sanchez; J. Fernandez; R. Sotomayor; J. D. Garcia","Comput. Sci. Dept., Univ. Carlos III de Madrid, Leganés, Spain; Comput. Sci. Dept., Univ. Carlos III de Madrid, Leganés, Spain; Comput. Sci. Dept., Univ. Carlos III de Madrid, Leganés, Spain; Comput. Sci. Dept., Univ. Carlos III de Madrid, Leganés, Spain","2012 IEEE 10th International Symposium on Parallel and Distributed Processing with Applications","23 Aug 2012","2012","","","363","370","Nowadays, most computers that are commercially available off-the-shelf (COTS) include hardware features that increase the performance of parallel general-purpose threads (hyper threading, multicore, ccNUMA architectures) or SIMD kernels (CPU vector instructions, GPUs). The purpose of this paper is to perform a compared evaluation of several parallel programming models where each one is fitted to exploit some of these features but also each one requires a different level of programming skills. Four parallel programming models (OpenMP, Intel TBB, Intel ArBB, and CUDA) have been selected. The idea is to cover a wide spectrum of programming models and most of the parallel hardware features included in modern computers. On one hand, OpenMP and TBB platforms, that exploits parallel threads running on multicore systems. On the other hand, ArBB, that combines multicore parallel threads and multicore SIMD features with a simpler programming model, and CUDA that exploits SIMD features of the GPU hardware. Our results obtained with the benchmarks used on this paper suggest that OpenMP and TBB have a lower performance compared to ArBB and CUDA. But also that ArBB performance tends to be comparable with CUDA performance in most cases (although it is normally lower). Thus, there are evidences that a careful designed top range multicore and multisocket architecture, can be comparable in terms of performance with top range GPU cards for many applications, with the advantage of a simpler programming model.","2158-9208","978-1-4673-1631-6","10.1109/ISPA.2012.54","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6280314","GPGPU;Paralel computing;SIMD;Multicore","Computer architecture;Graphics processing unit;Parallel processing;Instruction sets;Computers;Benchmark testing;Programming","memory architecture;multi-threading;parallel architectures;performance evaluation;shared memory systems","parallel programming models;shared-memory architectures;commercially available off-the-shelf;COTS;parallel general-purpose threads;hyper threading;ccNUMA architectures;SIMD kernels;CPU vector instructions;GPU cards;programming skills;OpenMP;Intel TBB;Intel ArBB;CUDA;multicore SIMD features;multicore parallel threads;multisocket architecture","","","","28","","23 Aug 2012","","","IEEE","IEEE Conferences"
"Enabling an OpenCL Compiler for Embedded Multicore DSP Systems","J. Li; C. Kuan; T. Wu; J. K. Lee","Dept. of Comput. Sci., Nat. Tsing Hua Univ., Hsinchu, Taiwan; Dept. of Comput. Sci., Nat. Tsing Hua Univ., Hsinchu, Taiwan; Dept. of Comput. Sci., Nat. Tsing Hua Univ., Hsinchu, Taiwan; Dept. of Comput. Sci., Nat. Tsing Hua Univ., Hsinchu, Taiwan","2012 41st International Conference on Parallel Processing Workshops","25 Oct 2012","2012","","","545","552","OpenCL is an industry's attempt to unify heterogeneous multicore programming. With its programming model defining SPMD kernels, vector types, and address space qualifiers, OpenCL allows programmers to exploit data parallelism with multicore processors and SIMD instructions as well as data locality with memory hierarchy. Recently, OpenCL has gained success on many architectures, including multicore CPUs, GPUs, vector processors, embedded systems with application-specific processors, and even FPGAs. However, how to support OpenCL for embedded multicore DSP systems remains unaddressed. In this paper, we illustrate our OpenCL support for embedded multicore DSP systems. Our target platform consists of one MPU and a DSP subsystem with multiple DSPs. The DSPs we address are VLIW processors with clustered functional units and distributed register files. To generate efficient code for such DSPs, compilers are required to consider irregular register file access in many optimization phases. To utilize the DSPs with distributed register files, we propose a cluster-aware work-item dispatching scheme to vectorize OpenCL kernels and assign independent workload to clusters of a DSP. In addition, we also incorporate several optimizations to enable efficient DSP code generation. In our experiments, we employ a set of OpenCL benchmark programs to evaluate the effectiveness of our OpenCL support. The experiments are conducted on a DSP cycle-accurate simulator and a multicore evaluation board. We report average 29% performance improvement with our vectorization scheme and a near 2-fold speedup with two DSPs compared with a single-MPU setup.","2332-5690","978-1-4673-2509-7","10.1109/ICPPW.2012.74","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337524","","Digital signal processing;Kernel;Vectors;Registers;Program processors;Multicore processing;VLIW","digital signal processing chips;electronic engineering computing;embedded systems;field programmable gate arrays;graphics processing units;multiprocessing systems;operating system kernels;optimising compilers;parallel processing;program compilers;software performance evaluation","OpenCL compiler;embedded multicore DSP systems;heterogeneous multicore programming;programming model;SPMD kernels;vector types;address space qualifiers;data parallelism;multicore processors;SIMD instructions;data locality;memory hierarchy;multicore CPU;GPU;vector processors;embedded systems;application-specific processors;FPGA;OpenCL support;MPU subsystem;DSP subsystem;VLIW processors;clustered functional units;distributed register files;compilers;irregular register file access;optimization phases;cluster-aware work-item dispatching scheme;OpenCL kernels;independent workload;DSP code generation;OpenCL benchmark programs;DSP cycle-accurate simulator;multicore evaluation board;performance improvement;vectorization scheme;single-MPU setup","","7","","15","","25 Oct 2012","","","IEEE","IEEE Conferences"
"OpenACC Cache Directive: Opportunities and Optimizations","A. Lashgar; A. Baniasadi",NA; NA,"2016 Third Workshop on Accelerator Programming Using Directives (WACCPD)","2 Feb 2017","2016","","","46","56","OpenACC's programming model presents a simple interface to programmers, offering a trade-off between performance and development effort. OpenACC relies on compiler technologies to generate efficient code and optimize for performance. Among the difficult to implement directives, is the cache directive. The cache directive allows the programmer to utilize accelerator's hardware- or software-managed caches by passing hints to the compiler. In this paper, we investigate the implementation aspect of cache directive under NVIDIA-like GPUs and propose optimizations for the CUDA backend. We use CUDA's shared memory as the software-managed cache space. We first show that a straightforward implementation can be very inefficient, and downgrade performance. We investigate the differences between this implementation and hand-written CUDA alternatives and introduce the following optimizations to bridge the performance gap between the two: i) improving occupancy by sharing the cache among several parallel threads and ii) optimizing cache fetch and write routines via parallelization and minimizing control flow. We present compiler passes to apply these optimizations. Investigating three test cases, we show that the best cache directive implementation can perform very close to hand-written CUDA equivalent and improve performance up to 2.18X (compared to the baseline OpenACC.).","","978-1-5090-6152-5","10.1109/WACCPD.2016.009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7836580","OpenACC;Cache memory;CUDA;Software-managed cache;Performance","Indexes;Graphics processing units;Arrays;Optimization;Programming;Acceleration;Hardware","cache storage;multi-threading;parallel architectures;program compilers;shared memory systems","open accelerator;control flow minimization;parallelization;write routines;cache fetch;parallel threads;software-managed cache space;CUDA shared memory;CUDA backend;NVIDIA-like GPU;accelerator hardware;code generation;compiler technologies;programmer interface;OpenACC programming model;OpenACC cache directive","","4","","13","","2 Feb 2017","","","IEEE","IEEE Conferences"
"Flexible Linear Algebra Development and Scheduling with Cholesky Factorization","A. Haidar; A. YarKhan; C. Cao; P. Luszczek; S. Tomov; J. Dongarra","Univ. of Tennessee, Knoxville, TN, USA; Univ. of Tennessee, Knoxville, TN, USA; Univ. of Tennessee, Knoxville, TN, USA; Univ. of Tennessee, Knoxville, TN, USA; Univ. of Tennessee, Knoxville, TN, USA; Univ. of Tennessee, Knoxville, TN, USA","2015 IEEE 17th International Conference on High Performance Computing and Communications, 2015 IEEE 7th International Symposium on Cyberspace Safety and Security, and 2015 IEEE 12th International Conference on Embedded Software and Systems","30 Nov 2015","2015","","","861","864","Modern high performance computing environments are composed of networks of compute nodes that often contain a variety of heterogeneous compute resources, such as multicore CPUs and GPUs. One challenge faced by domain scientists ishow to efficiently use all these distributed, heterogeneous resources. Inorder to use the GPUs effectively, the workload parallelism needs to be muchgreater than the parallelism for a multicore-CPU. Additionally, effectivelyusing distributed memory nodes brings out another level of complexity where theworkload must be carefully partitioned over the nodes. In this work we areusing a lightweight runtime environment to handle many of the complexities insuch distributed, heterogeneous systems. The runtime environment usestask-superscalar concepts to enable the developer to write serial code whileproviding parallel execution. The task-programming model allows the developerto write resource-specialization code, so that each resource gets theappropriate sized workload-grain. Our task-programming abstraction enables thedeveloper to write a single algorithm that will execute efficiently across the distributed heterogeneous machine. We demonstrate the effectiveness of ourapproach with performance results for dense linear algebra applications, specifically the Cholesky factorization.","","978-1-4799-8937-9","10.1109/HPCC-CSS-ICESS.2015.285","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7336271","Cholesky factorization;accelerator-based distributed memory computers;superscalar dataflow scheduling;heterogeneous HPC computing","Multicore processing;Runtime;Hardware;Graphics processing units;Scalability;Linear algebra;Parallel processing","distributed memory systems;graphics processing units;mathematics computing;matrix decomposition;parallel processing;resource allocation;scheduling","flexible linear algebra development;flexible linear algebra scheduling;Cholesky factorization;high performance computing environments;compute nodes;heterogeneous compute resources;distributed resources;GPU;workload parallelism;multicore-CPU;distributed memory nodes;task-superscalar concept;serial code;parallel execution;task-programming model;resource-specialization code;task-programming abstraction;distributed heterogeneous machine","","1","","20","","30 Nov 2015","","","IEEE","IEEE Conferences"
