"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Efficient data classification by GPU-accelerated linear mean squared slack minimization","G. A. Papakostas; K. I. Diamantaras","EMaTTech, Dept. Computer and Informatics Engineering, Kavala 65404, Greece; TEI of Thessaloniki, Dept. Information Technology, Sindos 57400, Greece","2014 IEEE International Workshop on Machine Learning for Signal Processing (MLSP)","20 Nov 2014","2014","","","1","6","An efficient parallel implementation of the recently proposed Slackmin classification algorithm that minimizes the mean squared slack variables energy is proposed in this paper. The efficacy of the resulted scheme is demonstrated both in terms of accuracy and computation speed. The parallelization of the Slackmin algorithm is achieved in the framework of GPU programming. Based on this framework the “cuLSlackmin” algorithm for linear problems was implemented, by using the CUDA C/C++ programming model and proposed herein. The introduced parallel algorithm is making use of the advantages imposed by the GPU architecture and achieves high classification rates in a short computation time. A set of experiments with some UCI datasets have shown the high performance of the cuLSlackmin algorithm compared to the Slackmin, LIBSVM and GPULIBSVM algorithms. The high performance of cuLSlackmin algorithm makes it appropriate for big data classification problems.","2378-928X","978-1-4799-3694-6","10.1109/MLSP.2014.6958885","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6958885","big data classification;machine learning;GPU programming;CUDA;slack minimization","Graphics processing units;Classification algorithms;Big data;Accuracy;Training;Machine learning algorithms;Instruction sets","Big Data;C++ language;graphics processing units;parallel algorithms;parallel architectures;pattern classification","GPU-accelerated linear mean squared slack minimization;parallel implementation;Slackmin classification algorithm;mean squared slack variables energy minimization;computation speed;Slackmin algorithm parallelization;GPU programming;cuLSlackmin algorithm;linear problem;CUDA C/C++ programming model;parallel algorithm;GPU architecture;classification rate;computation time;UCI dataset;GPULIBSVM algorithm;big data classification problem","","1","","22","","20 Nov 2014","","","IEEE","IEEE Conferences"
"GGAKE: GPU Based Genome Assembly Using K-Mer Extension","A. Garg; A. Jain; K. Paul","Dept. of Comput. Sci. & Eng., IIT Delhi, New Delhi, India; Dept. of Comput. Sci. & Eng., IIT Delhi, New Delhi, India; Dept. of Comput. Sci. & Eng., IIT Delhi, New Delhi, India","2013 IEEE 10th International Conference on High Performance Computing and Communications & 2013 IEEE International Conference on Embedded and Ubiquitous Computing","12 Jun 2014","2013","","","1105","1112","The genome assembly problem involves constructing the complete genome sequence from the reads generated by the sequencers. The Next Generation Sequencing (NGS) platforms produce a large number of short reads at a very low cost. Many assemblers have been developed to work with NGS reads. The assembly process is computation intensive and also requires a large amount of memory to store the reads. Numerous efforts are being made in recent times to parallelize the assembly process in order to reduce computation time. In this paper we present the design and development of a GPU based genome assembler (GGAKE). Our assembler works using the concept of k-mer extension. Prefix and suffix k-mers are spotted out of every read. Suffix k-mers are matched with prefix k-mers and extensions for every read are noted. Contigs are generated by extending the reads. We have implemented GGAKE on Nvidia's GPU using the CUDA programming model and benchmarked it on five bacterial genomes. Our results prove that at high coverage GGAKE is capable of producing good quality assembly in a small amount of time.","","978-0-7695-5088-6","10.1109/HPCC.and.EUC.2013.156","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6832038","parallel processing;bioinformatics;GPU;genome assembly","Graphics processing units;DNA;Bioinformatics;Assembly;Genomics;Encoding;Sorting","biology computing;cellular biophysics;genomics;graphics processing units;microorganisms;parallel architectures;parallel programming","GGAKE;GPU based genome assembly;genome sequence;next generation sequencing platforms;NGS reads;assembly process parallelization;GPU based genome assembler;k-mer extension;Nvidia's GPU;CUDA programming model;bacterial genomes;contig generation","","3","","21","","12 Jun 2014","","","IEEE","IEEE Conferences"
"Shared Memory and GPU Parallelization of an Operational Atmospheric Transport and Dispersion Application","F. Yu; P. Strazdins; J. Henrichs; T. Pugh",The Australian National University; The Australian National University; Bureau of Meteorology; Bureau of Meteorology,"2019 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW)","29 Jul 2019","2019","","","729","738","The HYSPLIT air concentration model is an operational Lagrangian trajectory and dispersion model that calculates the concentration or the distribution of pollutants by releasing and tracking particles or puffs. It is widely used for tracking and forecasting the release of pollutants such as radioactive material, dust storms and volcanic ash. Due to the massively parallel nature of the particle tracking system, the HYSPLIT model shows potential to be accelerated by multiple CPUs and GPUs. However, porting such a legacy application to a GPU requires non-trivial work to isolate the parallel code regions and correctly adapt the code to a parallel programming model. This paper presents methods to port the current HYSPLIT code to the shared-memory OpenMP and the CUDA programming models. In the OpenMP approach, the original HYSPLIT concentration model is analyzed, profiled and refactored to remove barriers for parallelizing on multi-core CPUs. A linear speed-up with some serial overhead is achieved for the OpenMP version. In the CUDA approach, we utilize the computing power of NVIDIA GTX960 and Tesla P100 GPUs, providing 4-5× faster overall performance than the original. With the help of GPU coarse-grained parallelism, a maximum 12.9× speedup has been measured, compared to the original program running on a CPU. The disturbance of different parallelization approaches to the original code base shows that most of the highly difficult work is in the refactoring, and that CUDA requires extensive, but mostly relatively shallow, changes.","","978-1-7281-3510-6","10.1109/IPDPSW.2019.00121","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8778420","Lagrangian trajectory and dispersion model, HYSPLIT, GPU acceleration, CUDA Fortran, OpenMP, MPI, CUDA coarse grained parallelism, High performance computing","Atmospheric modeling;Graphics processing units;Computational modeling;Dispersion;Mathematical model;Meteorology;Parallel processing","computer graphic equipment;graphics processing units;message passing;parallel algorithms;parallel architectures;parallel processing;parallel programming;shared memory systems","shared memory;GPU parallelization;operational atmospheric transport;dispersion application;HYSPLIT air concentration model;dispersion model;tracking particles;puffs;radioactive material;dust storms;volcanic ash;massively parallel nature;particle tracking system;HYSPLIT model;multiple CPUs;legacy application;nontrivial work;parallel code regions;parallel programming model;current HYSPLIT code;shared-memory OpenMP;CUDA programming models;OpenMP approach;original HYSPLIT concentration model;OpenMP version;CUDA approach;GPU coarse-grained parallelism;original program;multicore CPU;parallelization approaches;Tesla P100 GPU;original code base;NVIDIA GTX960","","","","14","","29 Jul 2019","","","IEEE","IEEE Conferences"
"Architecting Waferscale Processors - A GPU Case Study","S. Pal; D. Petrisko; M. Tomei; P. Gupta; S. S. Iyer; R. Kumar","Dept. of Electr. & Comput. Eng., Univ. of California, Los Angeles, Los Angeles, CA, USA; Dept. of Electr. & Comput. Eng., Univ. of Illinois at Urbana-Champaign, Urbana, IL, USA; Dept. of Electr. & Comput. Eng., Univ. of Illinois at Urbana-Champaign, Urbana, IL, USA; Dept. of Electr. & Comput. Eng., Univ. of California, Los Angeles, Los Angeles, CA, USA; Dept. of Electr. & Comput. Eng., Univ. of California, Los Angeles, Los Angeles, CA, USA; Dept. of Electr. & Comput. Eng., Univ. of Illinois at Urbana-Champaign, Urbana, IL, USA","2019 IEEE International Symposium on High Performance Computer Architecture (HPCA)","28 Mar 2019","2019","","","250","263","Increasing communication overheads are already threatening computer system scaling. One approach to dramatically reduce communication overheads is waferscale processing. However, waferscale processors [1], [2], [3] have been historically deemed impractical due to yield issues [1], [4] inherent to conventional integration technology. Emerging integration technologies such as Silicon-Interconnection Fabric (Si-IF) [5], [6], [7], where pre-manufactured dies are directly bonded on to a silicon wafer, may enable one to build a waferscale system without the corresponding yield issues. As such, waferscalar architectures need to be revisited. In this paper, we study if it is feasible and useful to build today's architectures at waferscale. Using a waferscale GPU as a case study, we show that while a 300 mm wafer can house about 100 GPU modules (GPM), only a much scaled down GPU architecture with about 40 GPMs can be built when physical concerns are considered. We also study the performance and energy implications of waferscale architectures. We show that waferscale GPUs can provide significant performance and energy efficiency advantages (up to 18.9x speedup and 143x EDP benefit compared against equivalent MCM-GPU based implementation on PCB) without any change in the programming model. We also develop thread scheduling and data placement policies for waferscale GPU architectures. Our policies outperform state-of-art scheduling and data placement policies by up to 2.88x (average 1.4x) and 1.62x (average 1.11x) for 24 GPM and 40 GPM cases respectively. Finally, we build the first Si-IF prototype with interconnected dies. We observe 100% of the inter-die interconnects to be successfully connected in our prototype. Coupled with the high yield reported previously for bonding of dies on Si-IF, this demonstrates the technological readiness for building a waferscale GPU architecture.","2378-203X","978-1-7281-1444-6","10.1109/HPCA.2019.00042","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8675211","Waferscale Processors;GPU;Silicon Interconnect Fabric","Graphics processing units;Silicon;Integrated circuit interconnections;Copper;Substrates;Computer architecture","cache storage;coprocessors;graphics processing units;integrated circuit interconnections;multiprocessing systems;parallel algorithms;parallel processing;silicon","GPU modules;GPM cases;silicon-interconnection fabric;Si-IF;waferscale processing;threatening computer system scaling;communication overheads;GPU case study;waferscale processors;state-of-art scheduling;waferscale GPU architecture;data placement policies;thread scheduling;equivalent MCM-GPU;energy efficiency advantages;waferscale architectures;waferscalar architectures;corresponding yield issues;waferscale system;silicon wafer;pre-manufactured dies;integration technologies;conventional integration technology;Si","","14","","82","","28 Mar 2019","","","IEEE","IEEE Conferences"
"BigKernel -- High Performance CPU-GPU Communication Pipelining for Big Data-Style Applications","R. Mokhtari; M. Stumm","Dept. of Electr. & Comput. Eng., Univ. of Toronto, Toronto, ON, Canada; Dept. of Electr. & Comput. Eng., Univ. of Toronto, Toronto, ON, Canada","2014 IEEE 28th International Parallel and Distributed Processing Symposium","14 Aug 2014","2014","","","819","828","GPUs offer an order of magnitude higher compute power and memory bandwidth than CPUs. GPUs therefore might appear to be well suited to accelerate computations that operate on voluminous data sets in independent ways, e.g., for transformations, filtering, aggregation, partitioning or other ""Big Data"" style processing. Yet experience indicates that it is difficult, and often error-prone, to write GPGPU programs which efficiently process data that does not fit in GPU memory, partly because of the intricacies of GPU hardware architecture and programming models, and partly because of the limited bandwidth available between GPUs and CPUs. In this paper, we propose Big Kernel, a scheme that provides pseudo-virtual memory to GPU applications and is implemented using a 4-stage pipeline with automated prefetching to (i) optimize CPU-GPU communication and (ii) optimize GPU memory accesses. Big Kernel simplifies the programming model by allowing programmers to write kernels using arbitrarily large data structures that can be partitioned into segments where each segment is operated on independently, these kernels are transformed into Big Kernel using straight-forward compiler transformations. Our evaluation on six data-intensive benchmarks shows that Big Kernel achieves an average speedup of 1.7 over state-of-the-art double-buffering techniques and an average speedup of 3.0 over corresponding multi-threaded CPU implementations.","1530-2075","978-1-4799-3800-1","10.1109/IPDPS.2014.89","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877313","GPU;CPU;communication;optimization;stream processing","Graphics processing units;Kernel;Prefetching;Arrays;Memory management;Pipelines","Big Data;data structures;graphics processing units;pipeline processing;program compilers;storage management","BigKernel scheme;high performance CPU-GPU communication pipelining;Big Data-style processing;memory bandwidth;magnitude higher compute power;voluminous data sets;GPGPU programs;GPU hardware architecture;GPU programming models;pseudovirtual memory;automated prefetching;GPU memory accesses;data structures;straight-forward compiler transformations;double-buffering techniques;multithreaded CPU","","11","2","20","","14 Aug 2014","","","IEEE","IEEE Conferences"
"Profiling Kernels Behavior to Improve CPU / GPU Interactions","R. Salgado","Pleiad Lab., Univ. of Chile, Santiago, Chile","2015 IEEE/ACM 37th IEEE International Conference on Software Engineering","17 Aug 2015","2015","2","","754","756","Most modern computer and mobile devices have a graphical processing unit (GPU) available for any general purpose computation. GPU supports a programming model that is radically different from traditional sequential programming. As such, programming GPU is known to be hard and error prone, despite the large number of available APIs and dedicated programming languages. In this paper we describe a profiling technique that reports on the interaction between a CPU and GPUs. The resulting execution profile may then reveal anomalies and suboptimal situations, in particular due to an improper memory configuration. Our profiler has been effective at identifying suboptimal memory allocation usage in one image processing application.","1558-1225","978-1-4799-1934-5","10.1109/ICSE.2015.239","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7203060","gpgpu;opencl;memory profiling;profiling","Graphics processing units;Kernel;Programming;Visualization;Central Processing Unit;Computers;Measurement","graphics processing units;storage management","kernel behavior profiling technique;CPU-GPU interactions;mobile devices;graphical processing unit;programming model;improper memory configuration;suboptimal memory allocation usage;image processing application","","","","9","","17 Aug 2015","","","IEEE","IEEE Conferences"
"Performance improvement of CUDA applications by reducing CPU-GPU data transfer overhead","N. V. Sunitha; K. Raju; N. N. Chiplunkar","Department of CSE, NMAMIT, Nitte; Department of CSE, NMAMIT, Nitte; Department of CSE, NMAMIT, Nitte","2017 International Conference on Inventive Communication and Computational Technologies (ICICCT)","17 Jul 2017","2017","","","211","215","In a CPU-GPU based heterogeneous computing system, the input data to be processed by the kernel resides in the host memory. The host and the device memory address spaces are different. Therefore, the device can not directly access the host memory. In CUDA programming model, the data is moved between the host memory and the device memory. This data transfer is a time consuming task. The communication overhead can be hidden by overlapping the data transfer and the kernel execution. CUDA streams provide a means for overlapping data transfer and the kernel execution. In this paper we explore the effects of overlapping data transfer and the kernel execution on overall execution time of some CUDA applications. The results show that the usage of the different levels of concurrency supported by the streams enhances the performance of the CUDA applications.","","978-1-5090-5297-4","10.1109/ICICCT.2017.7975190","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975190","Heterogeneous system;CUDA;Kernel;Stream","Graphics processing units;Kernel;Data transfer;Concurrent computing;Engines;Performance evaluation;Central Processing Unit","concurrency (computers);electronic data interchange;graphics processing units;parallel architectures;parallel programming","performance improvement;CUDA applications;CPU-GPU data transfer overhead reduction;CPU-GPU based heterogeneous computing system;host memory;CUDA programming model;device memory;communication overhead;kernel execution;CUDA streams;overlapping data transfer;overall execution time;concurrency level","","4","","12","","17 Jul 2017","","","IEEE","IEEE Conferences"
"Selective GPU caches to eliminate CPU-GPU HW cache coherence","N. Agarwal; D. Nellans; E. Ebrahimi; T. F. Wenisch; J. Danskin; S. W. Keckler",University of Michigan; NVIDIA; NVIDIA; University of Michigan; NVIDIA; NVIDIA,"2016 IEEE International Symposium on High Performance Computer Architecture (HPCA)","4 Apr 2016","2016","","","494","506","Cache coherence is ubiquitous in shared memory multiprocessors because it provides a simple, high performance memory abstraction to programmers. Recent work suggests extending hardware cache coherence between CPUs and GPUs to help support programming models with tightly coordinated sharing between CPU and GPU threads. However, implementing hardware cache coherence is particularly challenging in systems with discrete CPUs and GPUs that may not be produced by a single vendor. Instead, we propose, selective caching, wherein we disallow GPU caching of any memory that would require coherence updates to propagate between the CPU and GPU, thereby decoupling the GPU from vendor-specific CPU coherence protocols. We propose several architectural improvements to offset the performance penalty of selective caching: aggressive request coalescing, CPU-side coherent caching for GPU-uncacheable requests, and a CPU-GPU interconnect optimization to support variable-size transfers. Moreover, current GPU workloads access many read-only memory pages; we exploit this property to allow promiscuous GPU caching of these pages, relying on page-level protection, rather than hardware cache coherence, to ensure correctness. These optimizations bring a selective caching GPU implementation to within 93% of a hardware cache-coherent implementation without the need to integrate CPUs and GPUs under a single hardware coherence protocol.","2378-203X","978-1-4673-9211-2","10.1109/HPCA.2016.7446089","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7446089","","Graphics processing units;Coherence;Hardware;Memory management;Bandwidth;Protocols;System-on-chip","cache storage;graphics processing units;microprocessor chips;protocols;shared memory systems","HW cache coherence;hardware cache coherence;shared memory multiprocessor;programming model;aggressive request coalescing;CPU-side coherent caching;CPU-GPU interconnect optimization;hardware coherence protocol","","38","7","70","","4 Apr 2016","","","IEEE","IEEE Conferences"
"The Unicorn Runtime: Efficient Distributed Shared Memory Programming for Hybrid CPU-GPU Clusters","T. Beri; S. Bansal; S. Kumar","Department of Computer Science and Engineering, Indian Institute of Technology, Delhi, India; Department of Computer Science and Engineering, Indian Institute of Technology, Delhi, India; Department of Computer Science and Engineering, Indian Institute of Technology, Delhi, India","IEEE Transactions on Parallel and Distributed Systems","12 Apr 2017","2017","28","5","1518","1534","Programming hybrid CPU-GPU clusters is hard. This paper addresses this difficulty and presents the design and runtime implementation of Unicorn-a parallel programming model for hybrid CPU-GPU clusters. In particular, this paper proves that efficient distributed shared memory style programing is possible and its simplicity can be retained across CPUs and GPUs in a cluster, minus the frustration of dealing with race conditions. Further, this can be done with a unified abstraction, avoiding much of the complication of dealing with hybrid architectures. This is achieved with the help of transactional semantics (on shared global address spaces), deferred bulk data synchronization, workload pipelining and various communication and computation scheduling optimizations. We describe the said abstraction, our computation and communication scheduling system and report its performance on a few benchmarks like Matrix Multiplication, LU Decomposition and 2D FFT. We find that parallelization of coarse-grained applications like matrix multiplication or 2D FFT using our system requires only about 30 lines of C code to set up the runtime. The rest of the application code is regular single CPU/GPU implementation. This indicates the ease of extending parallel code to a distributed environment. The execution is efficient as well. When multiplying two square matrices of size 65, 536 χ 65,536, Unicornachieves a peak performance of 7.88 TFlop/s when run over a cluster of 14 nodes with each node equipped with two Tesla M2070 GPUs and two 6-core Intel Xeon 2.67 GHz CPUs, connected over a 32Gbps Infiniband network. In this paper, we also demonstrate that the Unicorn programming model can be efficiently used to implement high level abstractions like MapReduce. We use such an extension to implement PageRank and report its performance. For a sample web of 500 million web pages, our implementation completes a page rank iteration in about 18 seconds (on average) on a 14-node cluster.","1558-2183","","10.1109/TPDS.2016.2616314","Ministry of Earth Sciences; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7588161","Unicorn runtime;distributed system design;scheduling;load balancing;accelerators;bulk synchronous parallelism","Runtime;Programming;Optimization;Processor scheduling;Kernel;Synchronization;Graphics processing units","distributed shared memory systems;fast Fourier transforms;graphics processing units;information retrieval;Internet;mathematics computing;matrix multiplication;parallel programming;pipeline processing;processor scheduling;programming language semantics;transaction processing","Unicorn runtime;distributed shared memory programming;hybrid CPU-GPU clusters;parallel programming model;unified abstraction;transactional semantics;bulk data synchronization;workload pipelining;computation scheduling optimizations;communication scheduling optimizations;matrix multiplication;LU decomposition;2D FFT;coarse-grained applications;C code;application code;parallel code;Tesla M2070 GPU;6-core Intel Xeon CPU;Infiniband network;Unicorn programming model;PageRank implementation;page rank iteration;Web pages","","6","","40","IEEE","11 Oct 2016","","","IEEE","IEEE Journals"
"PACXX: Towards a Unified Programming Model for Programming Accelerators Using C++14","M. Haidl; S. Gorlatch","Univ. of Muenster, Muenster, Germany; Univ. of Muenster, Muenster, Germany","2014 LLVM Compiler Infrastructure in HPC","30 Mar 2015","2014","","","1","11","We present PACXX -- a unified programming model for programming many-core systems that comprise accelerators like Graphics Processing Units (GPUs). One of the main difficulties of the current GPU programming is that two distinct programming models are required: the host code for the CPU is written in C/C++ with the restricted, C-like API for memory management, while the device code for the GPU has to be written using a device-dependent, explicitly parallel programming model, e.g., OpenCL or CUDA. This leads to long, poorly structured and error-prone codes. In PACXX, both host and device programs are written in the same programming language -- the newest C++14 standard, with all modern features including type inference (auto), variadic templates, generic lambda expressions, as well as STL containers and algorithms. We implement PACXX by a custom compiler (based on the Clang front-end and LLVM IR) and a runtime system, that together perform major tasks of memory management and data synchronization automatically and transparently for the programmer. We evaluate our approach by comparing it to CUDA and OpenCL regarding program size and target performance.","","978-1-4799-7023-0","10.1109/LLVM-HPC.2014.9","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7069296","","Kernel;Graphics processing units;Programming;Vectors;Synchronization;Runtime;Standards","application program interfaces;C++ language;graphics processing units;multiprocessing systems;parallel architectures;parallel programming;program compilers;reasoning about programs;storage management;type theory","PACXX;unified programming model;programming accelerator;many-core system;graphics processing units;GPU programming;C/C++;C-like API;memory management;device code;device-dependent programming model;parallel programming model;OpenCL;CUDA;error-prone code;host program;device program;programming language;C++14 standard;type inference;variadic template;generic lambda expression;STL container;custom compiler;Clang front-end;LLVM IR;runtime system;data synchronization","","19","","15","","30 Mar 2015","","","IEEE","IEEE Conferences"
"An Efficient Parallelization Strategy for Dynamic Programming on GPU","K. Berger; F. Galea","LIST Embedded Real Time Syst. Lab., CEA, Gif-sur-Yvette, France; LIST Embedded Real Time Syst. Lab., CEA, Gif-sur-Yvette, France","2013 IEEE International Symposium on Parallel & Distributed Processing, Workshops and Phd Forum","31 Oct 2013","2013","","","1797","1806","Optimization methods generally do not fall into the most suitable algorithms for parallelization on a GPU. However, a relatively good efficiency still can be obtained if the method is properly adapted to the GPU programming model, which is the case for dynamic programming. In this article, we propose a parallelization strategy for thread grouping for dynamic programming in CUDA. We show that parametrizing the solver parallelism according to the hardware allows better performance. The strategy provides good acceleration compared to a standard GPU parallel strategy on a dynamic programming-based implementation of the knapsack problem. We show this strategy is helpful in the case of the multi-dimensional knapsack problem, where computing multi-dimensional indices is a costly operation.","","978-0-7695-4979-8","10.1109/IPDPSW.2013.208","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6651080","dynamic programming;parallelism;knapsack problem;GPU computing;combinatorial optimization;CUDA","Graphics processing units;Instruction sets;Vectors;Dynamic programming;Kernel;Parallel processing;Arrays","dynamic programming;graphics processing units;knapsack problems;parallel architectures","multidimensional indices;multidimensional knapsack problem;dynamic programming based implementation;standard GPU parallel strategy;hardware;solver parallelism;CUDA;GPU programming model;optimization methods;parallelization strategy","","9","","34","","31 Oct 2013","","","IEEE","IEEE Conferences"
"CUDA parallel programming model","M. Garland","NVIDIA Research, USA","2008 IEEE Hot Chips 20 Symposium (HCS)","4 Jul 2016","2008","","","1","29","Presents a collection of slides covering the following topics: parallel threads; parallel algorithms; heterogeneous systems; CPU; GPU; concurrent threads; shared memory model; vector addition kernel; block synchronization; thread block; per-block shared memory; parallel reduction; serial SAXPY routine; and parallel SAXPY routine.","","978-1-4673-8871-9","10.1109/HOTCHIPS.2008.7476519","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7476519","","Instruction sets;Graphics processing units;Tutorials;Parallel programming;Kernel;Parallel algorithms;Synchronization","concurrency control;graphics processing units;multi-threading;parallel algorithms;parallel architectures;shared memory systems","parallel threads;parallel algorithms;CUDA parallel programming model;heterogeneous systems;CPU;GPU;concurrent threads;shared memory model;vector addition kernel;block synchronization;thread block;per-block shared memory;parallel reduction;serial SAXPY routine;parallel SAXPY routine","","1","","","","4 Jul 2016","","","IEEE","IEEE Conferences"
"POSTER - collective dynamic parallelism for directive based GPU programming languages and compilers","G. Ozen; E. Ayguade; J. Labarta","Barcelona Supercomputing Center, Universitat Politecnica de Catalunya, Spain; Barcelona Supercomputing Center, Universitat Politecnica de Catalunya, Spain; Barcelona Supercomputing Center, Universitat Politecnica de Catalunya, Spain","2016 International Conference on Parallel Architecture and Compilation Techniques (PACT)","1 Dec 2016","2016","","","423","424","Early programs for GPU (Graphics Processing Units) acceleration were based on a flat, bulk parallel programming model, in which programs had to perform a sequence of kernel launches from the host CPU. In the latest releases of these devices, dynamic (or nested) parallelism is supported, making possible to launch kernels from threads running on the device, without host intervention. Unfortunately, the overhead of launching kernels from the device is higher compared to launching from the host CPU, making the exploitation of dynamic parallelism unprofitable. This paper proposes and evaluates the basic idea behind a user-directed code transformation technique, named collective dynamic parallelism, that targets the effective exploitation of nested parallelism in modern GPUs. The technique dynamically packs dynamic parallelism kernel invocations and postpones their execution until a bunch of them are available. We show that for sparse matrix vector multiplication, CollectiveDP outperforms well optimized libraries, making GPU useful when matrices are highly irregular.","","978-1-4503-4121-9","10.1145/2967938.2974056","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7756778","","Kernel;Parallel processing;Graphics processing units;Context;Sparse matrices;Parallel programming;Libraries","graphics processing units;matrix multiplication;microprocessor chips;parallel programming;program compilers;programming languages;vectors","programming languages;program compilers;graphics processing units;GPU;parallel programming model;host CPU;user-directed code transformation;collective dynamic parallelism;sparse matrix vector multiplication","","","","3","","1 Dec 2016","","","IEEE","IEEE Conferences"
"GPU accelerated three dimensional unstructured geometric multigrid solver","J. Sebastian; N. Sivadasan; R. Banerjee","Dept. of Computer Science and Engineering, Indian Institute of Technology Hyderabad, India; Dept. of Computer Science and Engineering, Indian Institute of Technology Hyderabad, India; Dept. of Mechanical Engineering, Indian Institute of Technology Hyderabad, India","2014 International Conference on High Performance Computing & Simulation (HPCS)","22 Sep 2014","2014","","","9","16","Graphics processor units (GPUs) have started becoming an integral part of high performance computing. We develop a GPU based 3D-unstructured geometric multigrid solver, which is extensively used in Computational Fluid Dynamics (CFD) applications. Parallelization for GPUs is not straightforward because of the irregularity of the mesh. Using combination of graph coloring and greedy maximal independent set computations, we obtain significant performance improvements in the multigrid solver and its parallelization. We use NVIDIAs CUDA programming model for the implementation. In our experiments, we solve heat conduction problems on unstructured 3D meshes. Different schemes for implementing the multigrid algorithm are evaluated. For a mesh of size 1.6 million, our multigrid GPU implementation gives 24 times speed up compared to multigrid serial implementation and 1630 times speed up compared to non-multigrid serial implementation.","","978-1-4799-5313-4","10.1109/HPCSim.2014.6903663","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6903663","GPU Computing;High Performance Computing;Computational Fluid Dynamics;Multigrid Flow Solver","Graphics processing units;Instruction sets;Image color analysis;Iterative methods;Smoothing methods;Computational fluid dynamics;Jacobian matrices","computational fluid dynamics;differential equations;graph colouring;graphics processing units;greedy algorithms;heat conduction;mechanical engineering computing;mesh generation;parallel architectures","GPU accelerated three dimensional unstructured geometric multigrid solver;graphics processor units;high performance computing;GPU based 3D-unstructured geometric multigrid solver;computational fluid dynamics;CFD;mesh irregularity;graph coloring;greedy maximal independent set computations;NVIDIA CUDA programming model;heat conduction problems;unstructured 3D mesh;multigrid serial implementation;nonmultigrid serial implementation","","3","","29","","22 Sep 2014","","","IEEE","IEEE Conferences"
"Accelerating of color moments and texture features extraction using GPU based parallel computing","H. Heidari; A. Chalechale; A. A. Mohammadabadi","Department of Computer Engineering Razi University Kermanshah, Iran; Department of Computer Engineering Razi University Kermanshah, Iran; Department of Computer Engineering Razi University Kermanshah, Iran","2013 8th Iranian Conference on Machine Vision and Image Processing (MVIP)","31 Mar 2014","2013","","","430","435","Image retrieval tools can assist people in making efficient use of digital image collections; also it has become imperative to find efficient methods for the retrieval of these images. Most image processing algorithms are inherently parallel, so multithreading processors are suitable in such applications. In very big image databases, image processing takes very long time for run on a single core processor because of single thread execution of algorithms. GPU is more common in most image processing applications due to multithread execution of algorithms, programmability and low cost. In this paper we implement color moments and texture based image retrieval (entropy, standard deviation and local range) in parallel using CUDA programming model to run on GPUs. These features are applied to search images from a database which are similar to a query image. We evaluated our retrieval system using recall, precision, and average precision measures. Experimental results showed that parallel implementation led to an average speed up of 144.67×over the serial implementation when running on a NVIDIA GPU GeForce GT610M. Also the average precision and the average recall of proposed method are 61.968% and 55% respectively.","2166-6784","978-1-4673-6184-2","10.1109/IranianMVIP.2013.6780024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6780024","color moment;CUDA;GPU;texture based image retrieval","Feature extraction;Graphics processing units;Image color analysis;Image retrieval;Shape;Instruction sets","feature extraction;graphics processing units;image colour analysis;image retrieval;image texture;multi-threading;parallel architectures","color moments;texture features extraction;GPU based parallel computing;graphics processing unit;image retrieval tools;digital image collections;image processing algorithms;multithreading processors;very big image databases;CUDA programming model;compute unified device architecture;recall measure;precision measure;average precision measure;NVIDIA GPU GeForce GT610M","","2","","23","","31 Mar 2014","","","IEEE","IEEE Conferences"
