"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"On the characterization of OpenCL dwarfs on fixed and reconfigurable platforms","K. Krommydas; W. -c. Feng; M. Owaida; C. D. Antonopoulos; N. Bellas","Department of Computer Science, Virginia Tech, USA; Department of Computer Science, Virginia Tech, USA; Department of Electrical and Computer Engineering, University of Thessaly, Greece; Department of Electrical and Computer Engineering, University of Thessaly, Greece; Department of Electrical and Computer Engineering, University of Thessaly, Greece","2014 IEEE 25th International Conference on Application-Specific Systems, Architectures and Processors","31 Jul 2014","2014","","","153","160","The proliferation of heterogeneous computing platforms presents the parallel computing community with new challenges. One such challenge entails evaluating the efficacy of such parallel architectures and identifying the architectural innovations that ultimately benefit applications. To address this challenge, we need benchmarks that capture the execution patterns (i.e., dwarfs or motifs) of applications, both present and future, in order to guide future hardware design. Furthermore, we desire a common programming model for the benchmarks that facilitates code portability across a wide variety of different processors (e.g., CPU, APU, GPU, FPGA, DSP) and computing environments (e.g., embedded, mobile, desktop, server). As such, we present the latest release of OpenDwarfs, a benchmark suite that currently realizes the Berkeley dwarfs in OpenCL, a vendor-agnostic and open-standard computing language for parallel computing. Using OpenDwarfs, we characterize a diverse set of fixed and reconfigurable parallel platforms: multicore CPUs, discrete and integrated GPUs, Intel Xeon Phi coprocessor, as well as a FPGA. We describe the computation and communication patterns exposed by a representative set of dwarfs, obtain relevant profiling data and execution information, and draw conclusions that highlight the complex interplay between dwarfs' patterns and the underlying hardware architecture of modern parallel platforms.","2160-052X","978-1-4799-3609-0","10.1109/ASAP.2014.6868650","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6868650","OpenDwarfs;benchmarking;evaluation;dwarfs;performance characterization;CPU;FPGA;GPU;OpenCL","Benchmark testing;Field programmable gate arrays;Graphics processing units;Hardware;Computer architecture;Kernel;High definition video","field programmable gate arrays;graphics processing units;multiprocessing systems;parallel architectures;reconfigurable architectures","OpenCL Dwarfs;fixed platforms;reconfigurable platforms;heterogeneous computing platforms;parallel computing community;parallel architectures;future hardware design;OpenDwarfs;Berkeley dwarfs;vendor-agnostic computing language;open-standard computing language;multicore CPU;integrated GPU;discrete GPU;Intel Xeon Phi coprocessor;FPGA;execution information;profiling data;hardware architecture","","14","","14","","31 Jul 2014","","","IEEE","IEEE Conferences"
"Heterogeneous work-stealing across CPU and DSP cores","V. Kumar; A. Sbîrlea; A. Jayaraj; Z. Budimlić; D. Majeti; V. Sarkar","Rice University, Houston, Texas 77005, United States; Rice University, Houston, Texas 77005, United States; Texas Instruments, Dallas, United States; Rice University, Houston, Texas 77005, United States; Rice University, Houston, Texas 77005, United States; Rice University, Houston, Texas 77005, United States","2015 IEEE High Performance Extreme Computing Conference (HPEC)","12 Nov 2015","2015","","","1","6","Due to the increasing power constraints and higher and higher performance demands, many vendors have shifted their focus from designing high-performance computer nodes using powerful multicore general-purpose CPUs, to nodes containing a smaller number of general-purpose CPUs aided by a larger number of more power-efficient special purpose processing units, such as GPUs, FPGAs or DSPs. While offering a lower power-to-performance ratio, unfortunately, such heterogeneous systems are notoriously hard to program, forcing the users to resort to lower-level direct programming of the special purpose processors and manually managing data transfer and synchronization between the parts of the program running on general-purpose CPUs and on special-purpose processors. In this paper, we present HC-K2H, a programming model and runtime system for the Texas Instruments Keystone II Hawking platform, consisting of 4 ARM CPUs and 8 TI DSP processors. This System-on-a-Chip (SoC) offers high floating-point performance with lower power requirements than other processors with comparable performance. We present the design and implementation of a hybrid programming model and work-stealing runtime that allows tasks to be created and executed on both the ARM and DSP, and enables the seamless execution and synchronization of tasks regardless of whether they are running on the ARM or DSP. The design of our programming model and runtime is based on an extension of the Habanero-C programming system. We evaluate our implementation using task-parallel benchmarks on a Hawking board, and demonstrate excellent scaling compared to sequential implementations on a single ARM processor.","","978-1-4673-9286-0","10.1109/HPEC.2015.7322452","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7322452","Habanero;Keystone-II;load balancing;scheduling;work-stealing","Digital signal processing;Runtime;Programming;Program processors;Hardware;Benchmark testing;Multicore processing","digital signal processing chips;low-power electronics;multiprocessing systems;parallel programming;synchronisation;system-on-chip","heterogeneous work-stealing;DSP cores;power constraints;high-performance computer nodes;multicore general-purpose CPU;power-efficient special purpose processing units;GPU;FPGAs;power-to-performance ratio;heterogeneous systems;lower-level direct programming;special purpose processors;data transfer;synchronization;HC-K2H;runtime system;Texas Instruments Keystone II Hawking platform;ARM CPU;DSP processors;system-on-a-chip;SoC;floating-point performance;lower power requirements;hybrid programming model;work-stealing runtime;Habanero-C programming system;parallel programming model","","6","","23","","12 Nov 2015","","","IEEE","IEEE Conferences"
"Efficient Mapping of Graphic Software on DSP","M. Mody; A. Jayaraj; H. Hariyani; A. Balagopalakrishnan; J. Jones; E. Narvaez; S. Govindarajan; P. Shankar; H. Garud","Embedded Processor Business, Texas Instruments Inc; Embedded Processor Business, Texas Instruments Inc; Embedded Processor Business, Texas Instruments Inc; Embedded Processor Business, Texas Instruments Inc; Embedded Processor Business, Texas Instruments Inc; Embedded Processor Business, Texas Instruments Inc; Embedded Processor Business, Texas Instruments Inc; Embedded Processor Business, Texas Instruments Inc; Embedded Processor Business, Texas Instruments Inc","2021 IEEE International Conference on Electronics, Computing and Communication Technologies (CONECCT)","7 Dec 2021","2021","","","1","4","High Performance GPU is critical to render sophisticated user interfaces and general-purpose compute for image and vision processing in the Automotive and Industrial applications. The paper provides an overview of methods that can be used for offloading of part of GPU software (namely shaders) on DSP keeping traditional GPU software programming model intact to improve overall performance in the system. The methods allow efficient and transparent mapping of GPU shaders to DSP without alterations to existing software model. The proposed solution is prototyped in Jacinoto6 Platform of Texas Instruments. Experiments indicate that multiple shader primitives can be efficiently mapped to DSP achieving performance similar to GPU, with exception of trigonometric primitives. This allows DSP to be used as co-processor for graphics rendering applications. Leveraging compute capabilities of dual core C66x DSP in J acinto6 Platform using proposed solution can improve overall GPU Shader performance by up-to 41 % for different shaders corresponding to different use-cases.","2766-2101","978-1-6654-2849-1","10.1109/CONECCT52877.2021.9622613","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9622613","GPu;DSP;GLOPS;Shader;LLVM;OpenGL;Vulkan;Compute Primitives;Jacinto","Computational modeling;Conferences;Graphics processing units;User interfaces;Programming;Rendering (computer graphics);Software","","","","","","12","","7 Dec 2021","","","IEEE","IEEE Conferences"
"An investigation of Unified Memory Access performance in CUDA","R. Landaverde; Tiansheng Zhang; A. K. Coskun; M. Herbordt","Electrical and Computer Engineering Department, Boston University, MA, USA; Electrical and Computer Engineering Department, Boston University, MA, USA; Electrical and Computer Engineering Department, Boston University, MA, USA; Electrical and Computer Engineering Department, Boston University, MA, USA","2014 IEEE High Performance Extreme Computing Conference (HPEC)","12 Feb 2015","2014","","","1","6","Managing memory between the CPU and GPU is a major challenge in GPU computing. A programming model, Unified Memory Access (UMA), has been recently introduced by Nvidia to simplify the complexities of memory management while claiming good overall performance. In this paper, we investigate this programming model and evaluate its performance and programming model simplifications based on our experimental results. We find that beyond on-demand data transfers to the CPU, the GPU is also able to request subsets of data it requires on demand. This feature allows UMA to outperform full data transfer methods for certain parallel applications and small data sizes. We also find, however, that for the majority of applications and memory access patterns, the performance overheads associated with UMA are significant, while the simplifications to the programming model restrict flexibility for adding future optimizations.","","978-1-4799-6233-4","10.1109/HPEC.2014.7040988","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7040988","","Graphics processing units;Benchmark testing;Kernel;Data transfer;Programming;Runtime;Acceleration","electronic data interchange;graphics processing units;parallel architectures;performance evaluation;shared memory systems;storage management","unified memory access performance;CUDA;memory management;CPU;GPU computing;UMA;Nvidia;performance evaluation;programming model simplification;on-demand data transfer;data transfer method;memory access pattern","","46","","10","","12 Feb 2015","","","IEEE","IEEE Conferences"
"Measurement and Analysis of GPU-Accelerated OpenCL Computations on Intel GPUs","A. T. Cherian; K. Zhou; D. Grubisic; X. Meng; J. Mellor-Crummey","Rice University,Dept. of Computer Science; Rice University,Dept. of Computer Science; Rice University,Dept. of Computer Science; Rice University,Dept. of Computer Science; Rice University,Dept. of Computer Science","2021 IEEE/ACM International Workshop on Programming and Performance Visualization Tools (ProTools)","22 Dec 2021","2021","","","26","35","Graphics Processing Units (GPUs) have become a key technology for accelerating node performance in supercomputers, including the US Department of Energy’s forthcoming exascale systems. Since the execution model for GPUs differs from that for conventional processors, applications need to be rewritten to exploit GPU parallelism. Performance tools are needed for such GPU-accelerated systems to help developers assess how well applications offload computation onto GPUs.In this paper, we describe extensions to Rice University’s HPC-Toolkit performance tools that support measurement and analysis of Intel’s DPC++ programming model for GPU-accelerated systems atop an implementation of the industry-standard OpenCL framework for heterogeneous parallelism on Intel GPUs. HPCToolkit supports three techniques for performance analysis of programs atop OpenCL on Intel GPUs. First, HPC-Toolkit supports profiling and tracing of OpenCL kernels. Second, HPCToolkit supports CPU-GPU blame shifting for OpenCL kernel executions—a profiling technique that can identify code that executes on one or more CPUs while GPUs are idle. Third, HPCToolkit supports fine-grained measurement, analysis, and attribution of performance metrics to OpenCL GPU kernels, including instruction counts, execution latency, and SIMD waste. The paper describes these capabilities and then illustrates their application in case studies with two applications that offload computations onto Intel GPUs.","","978-1-6654-1110-3","10.1109/ProTools54808.2021.00009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9651230","Supercomputers;High performance computing;Performance analysis;Parallel programming","Measurement;Visualization;Parallel programming;Computational modeling;High performance computing;Graphics processing units;Parallel processing","","","","","","25","","22 Dec 2021","","","IEEE","IEEE Conferences"
"X<sup>e</sup><inf>HPC</inf> Ponte Vecchio","D. Blythe","Chief GPU Architect,Intel","2021 IEEE Hot Chips 33 Symposium (HCS)","20 Oct 2021","2021","","","1","34","500X Increase In Compute Performance Scalable Compute & Memory Packaging & Interconnect For Density & Scale Full Software Stack/Programming Model","2573-2048","978-1-6654-1397-8","10.1109/HCS52781.2021.9567038","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567038","","Computational modeling;Packaging;Software","","","","","","0","","20 Oct 2021","","","IEEE","IEEE Conferences"
"A Case Study of k-means Clustering using SYCL","Z. Jin; H. Finkel","Leadership Computing Facility Argonne National Laboratory,Lemont,IL,USA; Leadership Computing Facility Argonne National Laboratory,Lemont,IL,USA","2019 IEEE International Conference on Big Data (Big Data)","24 Feb 2020","2019","","","4466","4471","As opposed to the OpenCL programming model in which host and device codes are written in two programming languages, the SYCL programming model combines them for an application in a type-safe way to improve development productivity. As a popular cluster analysis algorithm, k-means has been implemented using programming models such as OpenMP, OpenCL, and CUDA. Developing a SYCL implementation of k-means as a case study allows us to have a better understanding of performance portability and programming productivity of the SYCL programming model. Specifically, we explained the k-means benchmark in Rodinia, described our efforts of porting the OpenCL k-means benchmark, and evaluated the performance of the OpenCL and SYCL implementations on the Intel<sup>®</sup> Haswell, Broadwell, and Skylake processors. We summarized the migration steps from OpenCL to SYCL, compiled the SYCL program using Codeplay and Intel<sup>®</sup> SYCL compilers, analyzed the SYCL and OpenCL programs using an open-source profiling tool which can intercept OpenCL runtime calls, and compared the performance of the implementations on Intel<sup>®</sup> CPUs and integrated GPU. The experimental results show that the SYCL version in which the kernels run on the GPU is 2% and 8% faster than the OpenCL version for the two large datasets. However, the OpenCL version is still much faster than the SYCL version on the CPUs. Compared to the Intel<sup>®</sup> Haswell and Skylake CPUs, running the k-means benchmark on the Intel<sup>®</sup> Broadwell low-power processor with a CPU and an integrated GPU can achieve the lowest energy consumption. In terms of programming productivity, the lines of code of the SYCL program are 51% fewer than those of the OpenCL program.","","978-1-7281-0858-2","10.1109/BigData47090.2019.9005555","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9005555","","Kernel;Graphics processing units;Programming;Benchmark testing;C++ languages;Productivity","application program interfaces;graphics processing units;parallel programming;pattern clustering;program compilers;programming languages","OpenCL programming model;programming languages;SYCL programming model;cluster analysis algorithm;SYCL program;SYCL compilers;OpenCL runtime calls","","3","","14","","24 Feb 2020","","","IEEE","IEEE Conferences"
"A Validation Testsuite for OpenACC 1.0","C. Wang; R. Xu; S. Chandrasekaran; B. Chapman; O. Hernandez","Dept. of Comput. Sci., Univ. of Houston, Houston, TX, USA; Dept. of Comput. Sci., Univ. of Houston, Houston, TX, USA; Dept. of Comput. Sci., Univ. of Houston, Houston, TX, USA; Dept. of Comput. Sci., Univ. of Houston, Houston, TX, USA; Comput. Sci. & Math. Div., Oak Ridge Nat. Lab., Oak Ridge, TN, USA","2014 IEEE International Parallel & Distributed Processing Symposium Workshops","4 Dec 2014","2014","","","1407","1416","Directive-based programming models provide high-level of abstraction thus hiding complex low-level details of the underlying hardware from the programmer. One such model is OpenACC that is also a portable programming model allowing programmers to write applications that offload portions of work from a host CPU to an attached accelerator (GPU or a similar device). The model is gaining popularity and being used for accelerating many types of applications, ranging from molecular dynamics codes to particle physics models. It is critical to evaluate the correctness of the OpenACC implementations and determine its conformance to the specification. In this paper, we present a robust and scalable testing infrastructure that serves this purpose. We worked very closely with three main vendors that offer compiler support for OpenACC and assisted them in identifying and resolving compiler bugs helping them improve the quality of their compilers. The testsuite also aims to identify and resolve ambiguities within the OpenACC specification. This testsuite has been integrated into the harness infrastructure of the TITAN machine at Oak Ridge National Lab and is being used for production. The testsuite consists of test cases for all the directives and clauses of OpenACC, both for C and Fortran languages. The testsuite discussed in this paper focuses on the OpenACC 1.0 feature set. The framework of the testsuite is robust enough to create test cases for 2.0 and future releases. This work is in progress.","","978-1-4799-4116-2","10.1109/IPDPSW.2014.158","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6969543","Validation;OpenACC;Compiler","Arrays;Programming;Computer bugs;Vectors;Performance evaluation;Standards;Graphics processing units","C language;formal specification;FORTRAN;graphics processing units;molecular dynamics method;program compilers;program debugging","validation testsuite;OpenACC 1.0;directive-based programming model;high-level of abstraction;programmer;portable programming model;attached accelerator;GPU;molecular dynamics codes;particle physics model;OpenACC implementation;testing infrastructure;compiler support;compiler bugs;OpenACC specification;harness infrastructure;TITAN machine;Oak Ridge National Lab;C language;Fortran language","","7","1","12","","4 Dec 2014","","","IEEE","IEEE Conferences"
"Accelerating the reconstruction of magnetic resonance imaging by three-dimensional dual-dictionary learning using CUDA","J. Li; J. Sun; Y. Song; Y. Xu; J. Zhao","School of Biomedical Engineering, Shanghai Jiao Tong University, China; School of Biomedical Engineering, Shanghai Jiao Tong University, China; School of Biomedical Engineering, Shanghai Jiao Tong University, China; School of Biomedical Engineering, Shanghai Jiao Tong University, China; School of Biomedical Engineering, Shanghai Jiao Tong University, China","2014 36th Annual International Conference of the IEEE Engineering in Medicine and Biology Society","6 Nov 2014","2014","","","2412","2415","An effective way to improve the data acquisition speed of magnetic resonance imaging (MRI) is using under-sampled k-space data, and dictionary learning method can be used to maintain the reconstruction quality. Three-dimensional dictionary trains the atoms in dictionary in the form of blocks, which can utilize the spatial correlation among slices. Dual-dictionary learning method includes a low-resolution dictionary and a high-resolution dictionary, for sparse coding and image updating respectively. However, the amount of data is huge for three-dimensional reconstruction, especially when the number of slices is large. Thus, the procedure is time-consuming. In this paper, we first utilize the NVIDIA Corporation's compute unified device architecture (CUDA) programming model to design the parallel algorithms on graphics processing unit (GPU) to accelerate the reconstruction procedure. The main optimizations operate in the dictionary learning algorithm and the image updating part, such as the orthogonal matching pursuit (OMP) algorithm and the k-singular value decomposition (K-SVD) algorithm. Then we develop another version of CUDA code with algorithmic optimization. Experimental results show that more than 324 times of speedup is achieved compared with the CPU-only codes when the number of MRI slices is 24.","1558-4615","978-1-4244-7929-0","10.1109/EMBC.2014.6944108","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6944108","","Graphics processing units;Dictionaries;Image reconstruction;Matching pursuit algorithms;Acceleration;Magnetic resonance imaging;Instruction sets","biomedical MRI;data acquisition;graphics processing units;image coding;image matching;image reconstruction;iterative methods;learning (artificial intelligence);medical image processing;optimisation;parallel algorithms;singular value decomposition;time-frequency analysis","three-dimensional dual-dictionary learning;data acquisition;magnetic resonance imaging;sampled k-space data;spatial correlation;low-resolution dictionary;high-resolution dictionary;sparse coding;image updating;image reconstruction quality;three-dimensional image reconstruction;Corporation compute unified device architecture programming model;NVIDIA-CUDA programming model;parallel algorithms;graphics processing unit;GPU;orthogonal matching pursuit algorithm;OMP algorithm;k-singular value decomposition;K-SVD algorithm;algorithmic optimization;CPU-only codes;MRI slices","Algorithms;Computer Graphics;Humans;Imaging, Three-Dimensional;Magnetic Resonance Imaging;Models, Theoretical;Signal-To-Noise Ratio","","","12","","6 Nov 2014","","","IEEE","IEEE Conferences"
"Many-Core Accelerated LIBOR Swaption Portfolio Pricing","J. Lotze; P. D. Sutton; H. Lahlou","Xcelerit, Dublin, Ireland; Xcelerit, Dublin, Ireland; Xcelerit, Dublin, Ireland","2012 SC Companion: High Performance Computing, Networking Storage and Analysis","11 Apr 2013","2012","","","1185","1192","This paper describes the acceleration of a MonteCarlo algorithm for pricing a LIBOR swaption portfolio using multi-core CPUs and GPUs. Speedups of up to 305x are achieved on two Nvidia Tesla M2050 GPUs and up to 20.8x on two Intel Xeon E5620 CPUs, compared to a sequential CPU implementation. This performance is achieved by using the Xcelerit platform - writing sequential, high-level C++ code and adopting a simple dataflow programming model. It avoids the complexity involved when using low-level high-performance computing frameworks such as OpenMP, OpenCL, CUDA, or SIMD intrinsics. The paper provides an overview of the Xcelerit platform, details how high performance is achieved through various automatic optimisation and parallelisation techniques, and shows how the tool can be used to implement portable accelerated Monte-Carlo algorithms in finance. It illustrates the implementation of the Monte-Carlo LIBOR swaption portfolio pricer and gives performance results. A comparison of the Xcelerit platform implementation with an equivalent low-level CUDA version shows that the overhead introduced is less than 1.5% in all scenarios.","","978-0-7695-4956-9","10.1109/SC.Companion.2012.143","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6495925","finance;swaption;GPU;GPGPU;derivatives pricing;HPC;CUDA","","C++ language;financial data processing;graphics processing units;investment;Monte Carlo methods;optimisation;parallel programming;pricing","Monte Carlo algorithm;optimisation technique;parallelisation technique;high performance computing framework;dataflow programming model;C++ code;Xcelerit platform;sequential CPU implementation;Intel Xeon E5620 CPU;Nvidia Tesla M2050 GPU;graphics processing unit;multicore CPU;portfolio pricing;many-core accelerated LIBOR swaption portfolio","","6","","15","","11 Apr 2013","","","IEEE","IEEE Conferences"
"Stream Processing on Multi-cores with GPUs: Parallel Programming Models' Challenges","D. A. Rockenbach; C. M. Stein; D. Griebler; G. Mencagli; M. Torquati; M. Danelutto; L. G. Fernandes","School of Technology, Pontifical Catholic University of Rio Grande do Sul (PUCRS) / Laboratory of Advanced Research on Cloud Computing (LARCC), Três de Maio Faculty (SETREM); Laboratory of Advanced Research on Cloud Computing (LARCC), Três de Maio Faculty (SETREM); School of Technology, Pontifical Catholic University of Rio Grande do Sul (PUCRS) / Laboratory of Advanced Research on Cloud Computing (LARCC), Três de Maio Faculty (SETREM); Computer Science Department, University of Pisa (UNIPI); Computer Science Department, University of Pisa (UNIPI); Computer Science Department, University of Pisa (UNIPI); School of Technology, Pontifical Catholic University of Rio Grande do Sul (PUCRS)","2019 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW)","29 Jul 2019","2019","","","834","841","The stream processing paradigm is used in several scientific and enterprise applications in order to continuously compute results out of data items coming from data sources such as sensors. The full exploitation of the potential parallelism offered by current heterogeneous multi-cores equipped with one or more GPUs is still a challenge in the context of stream processing applications. In this work, our main goal is to present the parallel programming challenges that the programmer has to face when exploiting CPUs and GPUs' parallelism at the same time using traditional programming models. We highlight the parallelization methodology in two use-cases (the Mandelbrot Streaming benchmark and the PARSEC's Dedup application) to demonstrate the issues and benefits of using heterogeneous parallel hardware. The experiments conducted demonstrate how a high-level parallel programming model targeting stream processing like the one offered by SPar can be used to reduce the programming effort still offering a good level of performance if compared with state-of-the-art programming models.","","978-1-7281-3510-6","10.1109/IPDPSW.2019.00137","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8778359","Parallel Programming;GPU;multi core;high performance computing;stream processing;structured parallel programming","Graphics processing units;Parallel processing;Parallel programming;Kernel;Instruction sets;Computational modeling","graphics processing units;multiprocessing systems;parallel programming","programming effort;state-of-the-art programming models;parallel programming models;stream processing paradigm;scientific enterprise applications;data items;data sources;potential parallelism;current heterogeneous multicores;stream processing applications;parallel programming challenges;traditional programming models;parallelization methodology;Mandelbrot Streaming benchmark;heterogeneous parallel hardware;high-level parallel programming model targeting stream processing;CPU;GPU parallelism;PARSEC Dedup application","","1","","24","","29 Jul 2019","","","IEEE","IEEE Conferences"
"A Statistical-Feature ML Approach to IP Traffic Classification Based on CUDA","Z. Chen; R. Chen; Y. Zhang; J. Zhang; J. Xu","Coll. of Comput. & Control Eng., Nankai Univ., Tianjin, China; Coll. of Comput. & Control Eng., Nankai Univ., Tianjin, China; Coll. of Comput. & Control Eng., Nankai Univ., Tianjin, China; Coll. of Comput. & Control Eng., Nankai Univ., Tianjin, China; Coll. of Comput. & Control Eng., Nankai Univ., Tianjin, China","2016 IEEE Trustcom/BigDataSE/ISPA","9 Feb 2017","2016","","","2235","2239","In modern networks, there exist different applications which generate various different types of network traffic. In order to improve the performance of network management, it is important to identify and classify the internet traffic. The machine learning (ML) technique based on per-flow statistics has been widely used in traffic classification. Different from traditional classification methods, it is insensitive to port number and payload on application level. Our approach in this work is also based on a machine learning method kNN. kNN is a special case of a variable-bandwidth, kernel density ""balloon"" estimator with a uniform kernel [1]. Although there is no time taken for the construction of the classification model using kNN, it is computationally intensive since it relies on searching neighbor among large sets of d-dimensional vectors. The kNN algorithm may have quite expensive classification steps. CUDA (Compute Unified Device Architecture) is a parallel computing platform and programming model invented by NVIDIA. It enables dramatic increases in computing performance by harnessing the power of the graphics processing unit (GPU) [2]. This paper puts forward a CUDA-based kNN algorithm to classify internet traffic. The experimental results show that the peek speed of traffic classification based on GPU improves greatly compared with that based on CPU. Our approach presents a significant speed improvement through GPU, meanwhile, the results demonstrate the potential applicability of GPU in the field of traffic classification.","2324-9013","978-1-5090-3205-1","10.1109/TrustCom.2016.0344","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7847227","Traffic Classification;CUDA;k-Nearest Neighbor;GPU","Graphics processing units;Classification algorithms;Kernel;Training;IP networks;Ports (Computers);Internet","graphics processing units;Internet;learning (artificial intelligence);parallel architectures;pattern classification;telecommunication traffic","statistical-feature ML approach;IP traffic classification;machine learning method;compute unified device architecture;parallel computing platform;NVIDIA;graphics processing unit;CUDA-based kNN algorithm;Internet traffic;GPU","","1","","12","","9 Feb 2017","","","IEEE","IEEE Conferences"
"Image registration techniques using parallel computing in multicore environment and its applications in medical imaging: An overview","S. Saxena; S. Sharma; N. Sharma","School of Biomedical engineering, Indian Institute of Technology (BHU), Varanasi, UP, India; School of Biomedical engineering, Indian Institute of Technology (BHU), Varanasi, UP, India; School of Biomedical engineering, Indian Institute of Technology (BHU), Varanasi, UP, India","2014 International Conference on Computer and Communication Technology (ICCCT)","8 Jan 2015","2014","","","97","104","Image Registration is the key step of Image Processing as it is the process to locate most accurate relative orientation among two or more images, captured at the same or different times by distinguishable or indistinguishable sensors to increase the information content. For speed optimization of Image Registration, There have been developed numerous approaches till now based on CPU platforms, GPU, CUDA Programming Models etc. Purpose of this paper is to provide a comprehensive review of the existing literature available on Image registration methods based on parallel computing in Multi core architecture. Another considerable intention of this paper is to describe the various applications of image registration using parallel computing in Medical imaging as it can be applied for different modalities of medical images.","","978-1-4799-6758-2","10.1109/ICCCT.2014.7001475","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7001475","Image Registration;GPU;CUDA;Parallel Computing;CPU","Image registration;Graphics processing units;Biomedical imaging;Parallel processing;Computational modeling;Histograms;MATLAB","graphics processing units;image registration;medical image processing;parallel architectures","image registration techniques;parallel computing;multicore environment;medical imaging;image processing;information content;speed optimization;CPU platform;GPU;CUDA programming model;multicore architecture;medical images","","3","","70","","8 Jan 2015","","","IEEE","IEEE Conferences"
"Towards Achieving Performance Portability Using Directives for Accelerators","M. G. Lopez; V. V. Larrea; W. Joubert; O. Hernandez; A. Haidar; S. Tomov; J. Dongarra","Comput. Sci. & Math. Div., Oak Ridge Nat. Lab., Oak Ridge, TN, USA; Nat. Center for Comput. Sci., Oak Ridge Nat. Lab., Oak Ridge, TN, USA; Comput. Sci. & Math. Div., Oak Ridge Nat. Lab., Oak Ridge, TN, USA; Comput. Sci. & Math. Div., Oak Ridge Nat. Lab., Oak Ridge, TN, USA; Innovative Comput. Lab., Univ. of Tennessee, Knoxville, TN, USA; Innovative Comput. Lab., Univ. of Tennessee, Knoxville, TN, USA; Innovative Comput. Lab., Univ. of Tennessee, Knoxville, TN, USA","2016 Third Workshop on Accelerator Programming Using Directives (WACCPD)","2 Feb 2017","2016","","","13","24","In this paper we explore the performance portability of directives provided by OpenMP 4 and OpenACC to program various types of node architectures with attached accelerators, both self-hosted multicore and offload multicore/GPU. Our goal is to examine how successful OpenACC and the newer offload features of OpenMP 4.5 are for moving codes between architectures, how much tuning might be required and what lessons we can learn from this experience. To do this, we use examples of algorithms with varying computational intensities for our evaluation, as both compute and data access efficiency are important considerations for overall application performance. We implement these kernels using various methods provided by newer OpenACC and OpenMP implementations, and we evaluate their performance on various platforms including both X86_64 with attached NVIDIA GPUs, self-hosted Intel Xeon Phi KNL, as well as an X86_64 host system with Intel Xeon Phi coprocessors. In this paper, we explain what factors affected the performance portability such as how to pick the right programming model, its programming style, its availability on different platforms, and how well compilers can optimize and target to multiple platforms.","","978-1-5090-6152-5","10.1109/WACCPD.2016.006","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7836577","","Programming;Computer architecture;Computational modeling;Kernel;Writing;Government;Graphics processing units","graphics processing units;multiprocessing systems;parallel architectures;performance evaluation;program compilers","performance portability;OpenMP 4;OpenACC;node architectures;offload multicore-GPU;self-hosted multicore;computational intensities;data access efficiency;X86_64;NVIDIA GPU;KNL;self-hosted Intel Xeon Phi KNL;Intel Xeon Phi coprocessors;programming model;compilers","","16","","29","","2 Feb 2017","","","IEEE","IEEE Conferences"
