"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Kernel Fusion: An Effective Method for Better Power Efficiency on Multithreaded GPU","G. Wang; Y. Lin; W. Yi","Nat. Lab. for Parallel & Distrib. Process. Sch. of Comput., Nat. Univ. of Defense Technol., Changsha, China; Nat. Lab. for Parallel & Distrib. Process. Sch. of Comput., Nat. Univ. of Defense Technol., Changsha, China; Nat. Lab. for Parallel & Distrib. Process. Sch. of Comput., Nat. Univ. of Defense Technol., Changsha, China","2010 IEEE/ACM Int'l Conference on Green Computing and Communications & Int'l Conference on Cyber, Physical and Social Computing","7 Mar 2011","2010","","","344","350","As one of the most popular accelerators, Graphics Processing Unit (GPU) has demonstrated high computing power in several application fields. On the other hand, GPU also produces high power consumption and has been one of the most largest power consumers in desktop and supercomputer systems. However, software power optimization method targeted for GPU has not been well studied. In this work, we propose kernel fusion method to reduce energy consumption and improve power efficiency on GPU architecture. Through fusing two or more independent kernels, kernel fusion method achieves higher utilization and much more balanced demand for hardware resources, which provides much more potential for power optimization, such as dynamic voltage and frequency scaling (DVFS). Basing on the CUDA programming model, this paper also gives several different fusion methods targeted for different situations. In order to make judicious fusion strategy, we deduce the process of fusing multiple independent kernels as a dynamic programming problem, which could be well solved with many existing tools and be simply embedded into compiler or runtime system. To reduce the overhead introduced by kernel fusion, we also propose effective method to reduce the usage of shared memory and coordinate the thread space of the kernels to be fused. Detailed experimental evaluation validates that the proposed kernel fusion method could reduce energy consumption without performance loss for several typical kernels.","","978-1-4244-9779-9","10.1109/GreenCom-CPSCom.2010.102","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5724850","Kernel Fusion;Power Efficiency;Power Optimization;GPGPU","Kernel;Instruction sets;Graphics processing unit;Energy consumption;Hardware;Mathematical model;Dynamic programming","computer graphic equipment;coprocessors;energy conservation;power aware computing","kernel fusion;multithreaded GPU;power efficiency;graphics processing unit;desktop systems;supercomputer systems;dynamic voltage and frequency scaling;CUDA programming model","","59","1","21","","7 Mar 2011","","","IEEE","IEEE Conferences"
"HLanc: Heterogeneous Parallel Implementation of the Implicitly Restarted Lanczos Method","S. Zhang; T. Li; X. Jiao; Y. Wang; Y. Yang","Coll. of Comput. & Control Eng., Nankai Univ., Tianjin, China; Coll. of Comput. & Control Eng., Nankai Univ., Tianjin, China; Coll. of Comput. & Control Eng., Nankai Univ., Tianjin, China; Coll. of Comput. & Control Eng., Nankai Univ., Tianjin, China; Coll. of Comput. & Control Eng., Nankai Univ., Tianjin, China","2014 43rd International Conference on Parallel Processing Workshops","11 May 2015","2014","","","403","410","Graphics Processing Unit (GPU) has been used as a ubiquitous accelerator for general purpose computing, such as linear algebra routines and numerical methods. The implicitly restarted Lanczos method (IRLM) is well suited for solving the partial eigenvalue problem for large symmetric sparse matrices, which is important in many real world applications. In this paper, we present the HLanc library, a parallel implementation of IRLM on the heterogeneous CPU-GPU architecture employing the CUDA programming model. The HLanc library is designed with separated heterogeneous parallel IRLM solvers and sparse matrix-vector multiplication (SPMV) operators. The SPMV operators hide the details about the storage of sparse matrices from the IRLM solvers, so the solvers can work with any spare matrix formats. Especially the SPMV operators and IRLM solvers can be combined arbitrarily for achieving the best performance of CPU-GPU heterogeneous system. The HLanc is evaluated using eight sparse matrices with the NVIDIA GTX 480 and GTX TITAN Black GPUs. The results show that HLanc achieves 15 times speedup than the ARPACK library and scales well across different GPU generations.","2332-5690","978-1-4799-5615-9","10.1109/ICPPW.2014.60","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7103478","GPU;CUDA;symmetric sparse matrix;IRLM;SPMV;HLanc","Sparse matrices;Graphics processing units;Eigenvalues and eigenfunctions;Libraries;Computer architecture;Symmetric matrices;Hardware","eigenvalues and eigenfunctions;graphics processing units;mathematics computing;matrix multiplication;parallel architectures;parallel programming;software libraries;sparse matrices;vectors","heterogeneous parallel implementation;implicitly restarted Lanczos method;graphics processing unit;ubiquitous accelerator;general purpose computing;linear algebra routines;numerical methods;partial eigenvalue problem;symmetric sparse matrices;HLanc library;heterogeneous CPU-GPU architecture;CUDA programming model;heterogeneous parallel IRLM solvers;sparse matrix-vector multiplication operators;SPMV operators;CPU-GPU heterogeneous system;NVIDIA GTX 480;GTX TITAN Black GPUs","","2","","26","","11 May 2015","","","IEEE","IEEE Conferences"
"Stargazer: Automated regression-based GPU design space exploration","W. Jia; K. A. Shaw; M. Martonosi","Princeton University, USA; University of Richmond, USA; Princeton University, USA","2012 IEEE International Symposium on Performance Analysis of Systems & Software","26 Apr 2012","2012","","","2","13","Graphics processing units (GPUs) are of increasing interest because they offer massive parallelism for high-throughput computing. While GPUs promise high peak performance, their challenge is a less-familiar programming model with more complex and irregular performance trade-offs than traditional CPUs or CMPs. In particular, modest changes in software or hardware characteristics can lead to large or unpredictable changes in performance. In response to these challenges, our work proposes, evaluates, and offers usage examples of Stargazer<sup>1</sup>, an automated GPU performance exploration framework based on stepwise regression modeling. Stargazer sparsely and randomly samples parameter values from a full GPU design space and simulates these designs. Then, our automated stepwise algorithm uses these sampled simulations to build a performance estimator that identifies the most significant architectural parameters and their interactions. The result is an application-specific performance model which can accurately predict program runtime for any point in the design space. Because very few initial performance samples are required relative to the extremely large design space, our method can drastically reduce simulation time in GPU studies. For example, we used Stargazer to explore a design space of nearly 1 million possibilities by sampling only 300 designs. For 11 GPU applications, we were able to estimate their runtime with less than 1.1% average error. In addition, we demonstrate several usage scenarios of Stargazer.","","978-1-4673-1146-5","10.1109/ISPASS.2012.6189201","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6189201","","Graphics processing unit;Instruction sets;Mathematical model;Hardware;Space exploration;Runtime;Concurrent computing","computer architecture;graphics processing units;regression analysis","Stargazer;automated regression;GPU design space exploration;graphics processing unit;automated GPU performance exploration framework;stepwise regression modeling","","44","","28","","26 Apr 2012","","","IEEE","IEEE Conferences"
"DART-CUDA: A PGAS Runtime System for Multi-GPU Systems","L. Zhou; K. Fuerlinger","Dept. of Comput. Sci., Ludwig-Maximilians-Univ. (LMU) Munchen, Munich, Germany; Dept. of Comput. Sci., Ludwig-Maximilians-Univ. (LMU) Munchen, Munich, Germany","2015 14th International Symposium on Parallel and Distributed Computing","23 Jul 2015","2015","","","110","119","The Partitioned Global Address Space (PGAS) approach is a promising programming model in high performance parallel computing that combines the advantages of distributed memory systems and shared memory systems. The PGAS model has been used on a variety of hardware platforms in the form of PGAS programming languages like Unified Parallel C (UPC), Chapel and Fortress. However, in spite of the increasing adoption in distributed and shared memory systems, the extension of the PGAS model to accelerator platforms is still not well supported. To exploit the immense computational power of multi-GPU systems, this work is concerned with the design and implementation of a Partitioned Global Address Space model for multi-GPU systems. Several issues related to the combination of logically separate GPU memories on multiple graphic cards are addressed. Furthermore, the execution model of modern GPU architectures is studied and a task creation mechanism with load balancing is proposed. Our work is implemented in the context of the DASH project, a C++ template library that realizes PGAS semantics through operator overloading. Experimental results suggest promising performance of the design and its implementation.","2379-5352","978-1-4673-7148-3","10.1109/ISPDC.2015.20","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7165137","PGAS;Partitioned Global Address Space;MultiGPU systems;CUDA;Heterogeneous computing","Graphics processing units;Resource management;Electronics packaging;Runtime;Programming;Computational modeling;Kernel","C++ language;distributed memory systems;graphics processing units;parallel processing;resource allocation;software libraries","C++ template library;DASH project;load balancing;task creation mechanism;GPU architecture;multiple graphic card;GPU memories;PGAS programming language;Chapel;UPC;unified parallel C;shared memory system;distributed memory system;high performance parallel computing;PGAS approach;partitioned global address space approach;multiGPU system;PGAS runtime system;DART-CUDA","","2","","11","","23 Jul 2015","","","IEEE","IEEE Conferences"
"GPU acceleration of the dynamics routine in the HIRLAM weather forecast model","V. T. Vu; G. Cats; L. Wolters","Leiden Institute of Advanced Computer Science, Leiden University, 2333 CA, The Netherlands; Royal Netherlands, Meteorological Institute, 3730 AE De Bilt, The Netherlands; Leiden Institute of Advanced Computer Science, Leiden University, 2333 CA, The Netherlands","2010 International Conference on High Performance Computing & Simulation","12 Aug 2010","2010","","","31","38","Programmable graphics processing units (GPUs) nowadays offer very high performance computing power at relatively low hardware cost and power consumption. In this paper, we present the implementation of the dynamics routine of the HIRLAM weather forecast model on the NVIDIA GeForce 9800 GX2 GPU card using the Compute Unified Device Architecture (CUDA) as parallel programming model. We converted the original Fortran to C and CUDA by hand, straightforwardly, without much concern about optimization. On a single GPU, we observe speed-ups by an order of magnitude over our hosting CPU (Intel quad core, 1998 MHz). This includes the relatively very costly copying of data between GPU and CPU memories. Calculation times proper decreased by a factor of 2000. A single GPU, however, has not enough memory for practical use. Therefore, we investigated a parallel implementation on 4 GPUs. We found a parallel speed-up of 3.6, which is not very promising if memory limitations force the use of many GPUs in parallel. We discuss several options to solve this issue.","","978-1-4244-6830-0","10.1109/HPCS.2010.5547152","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5547152","GPGPU;Large Scale Scientific Computing;Parallelization of Simulation;CUDA;Numerical Weather Prediction model;Dynamics","Graphics processing unit;Kernel;Weather forecasting;Predictive models","computer graphic equipment;coprocessors;geophysics computing;parallel programming;weather forecasting","GPU acceleration;dynamics routine;programmable graphics processing unit;high performance computing power;HIRLAM weather forecast model;NVIDIA GeForce 9800 GX2 GPU card;Compute Unified Device Architecture;CUDA;parallel programming;Intel quad core","","6","","18","","12 Aug 2010","","","IEEE","IEEE Conferences"
"CUDA-Based Computation for Visual Odometry","S. -H. Liu; C. -C. Hsu; W. -Y. Wang; C. -H. Lin","Department of Electrical Engineering, National Taiwan Normal University, Taipei, Taiwan; Department of Electrical Engineering, National Taiwan Normal University, Taipei, Taiwan; Department of Mechatronic Engineering, National Taiwan Normal University, Taipei, Taiwan; Department of Mechatronic Engineering, National Taiwan Normal University, Taipei, Taiwan","2018 IEEE 7th Global Conference on Consumer Electronics (GCCE)","13 Dec 2018","2018","","","64","65","An enhanced visual odometry (VO) system is proposed to improve the accuracy of pose estimation based on a corrected model, and the matching algorithm is implemented on graphical processing units (GPUs) so that the computation can be accelerated in parallel and in real-time using the compute unified device architecture (CUDA) programming model. To evaluate the performance of the proposed approach, an ASUS Xtion 3D camera, laptop, and NVIDIA TX2 are employed to conduct extensive experiments. The experimental results show that compared with the traditional VO algorithm, the proposed approach gives better results over the traditional VO algorithm.","2378-8143","978-1-5386-6309-7","10.1109/GCCE.2018.8574869","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8574869","Visual odometry;GPU;CUDA","Graphics processing units;Cameras;Feature extraction;Pose estimation;Computational modeling;Visual odometry;Computational efficiency","cameras;computerised instrumentation;distance measurement;graphics processing units;parallel architectures;pose estimation;robot vision","graphical processing units;compute unified device architecture programming model;ASUS Xtion 3D camera;NVIDIA TX2;CUDA-based computation;matching algorithm;visual odometry system;VO algorithm;GPU","","","","6","","13 Dec 2018","","","IEEE","IEEE Conferences"
"Empowering Visual Categorization With the GPU","K. E. A. van de Sande; T. Gevers; C. G. M. Snoek","Intelligent Systems Lab Amsterdam, Informatics Institute, University of Amsterdam, Amsterdam, The Netherlands; Intelligent Systems Lab Amsterdam, Informatics Institute, University of Amsterdam, Amsterdam, The Netherlands; Intelligent Systems Lab Amsterdam, Informatics Institute, University of Amsterdam, Amsterdam, The Netherlands","IEEE Transactions on Multimedia","17 Jan 2011","2011","13","1","60","70","Visual categorization is important to manage large collections of digital images and video, where textual metadata is often incomplete or simply unavailable. The bag-of-words model has become the most powerful method for visual categorization of images and video. Despite its high accuracy, a severe drawback of this model is its high computational cost. As the trend to increase computational power in newer CPU and GPU architectures is to increase their level of parallelism, exploiting this parallelism becomes an important direction to handle the computational cost of the bag-of-words approach. When optimizing a system based on the bag-of-words approach, the goal is to minimize the time it takes to process batches of images. this paper, we analyze the bag-of-words model for visual categorization in terms of computational cost and identify two major bottlenecks: the quantization step and the classification step. We address these two bottlenecks by proposing two efficient algorithms for quantization and classification by exploiting the GPU hardware and the CUDA parallel programming model. The algorithms are designed to (1) keep categorization accuracy intact, (2) decompose the problem, and (3) give the same numerical results. In the experiments on large scale datasets, it is shown that, by using a parallel implementation on the Geforce GTX260 GPU, classifying unseen images is 4.8 times faster than a quad-core CPU version on the Core i7 920, while giving the exact same numerical results. In addition, we show how the algorithms can be generalized to other applications, such as text retrieval and video retrieval. Moreover, when the obtained speedup is used to process extra video frames in a video retrieval benchmark, the accuracy of visual categorization is improved by 29%.","1941-0077","","10.1109/TMM.2010.2091400","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5625914","Bag-of-words;computational efficiency;General-Purpose computation on Graphics Processing Units (GPGPU);image classification;image/video retrieval;multicore processing;parallel processing;support vector machines","Visualization;Graphics processing unit;Kernel;Computational modeling;Feature extraction;Vector quantization;Acceleration","computer graphic equipment;coprocessors;image classification;image segmentation;meta data;parallel programming;video signal processing","visual categorization;GPU;digital image;digital video;textual metadata;parallel architecture;quantization step;classification step;CUDA;parallel programming model;Geforce GTX260;image classification;Core i7 920;computational efficiency;graphics processing unit;general purpose computation","","51","5","51","IEEE","11 Nov 2010","","","IEEE","IEEE Journals"
"Parallelization and Optimization of SIFT on GPU Using CUDA","Z. Yonglong; M. Kuizhi; J. Xiang; D. Peixiang","NA; NA; Xian Jiaotong Univ., Xian, China; NA","2013 IEEE 10th International Conference on High Performance Computing and Communications & 2013 IEEE International Conference on Embedded and Ubiquitous Computing","12 Jun 2014","2013","","","1351","1358","Scale-invariant feature transform (SIFT) based feature extraction algorithm is widely applied to extract features from images, and it is very attractive to accelerate these SIFT based algorithms on GPU. In this paper, we present several parallel computing strategies, implement and optimize the SIFT algorithm using CUDA programming model on GPU. Each stage of SIFT is analyzed in detail to choose the parallel strategy. On the basis of the elementary CUDA-SIFT and CUDA architecture, we optimize the implementation from several aspects to speedup the CUDA-SIFT. Experimental results demonstrate that our implementation after optimization is 2.5 times faster than previous optimization, and our CUDA based SIFT can run at the speed of 20 frames per second on most images with 1280x 960 resolution in the test. Using 1920 x1440 image to test, we have obtained a speed of 11 frames per second on average, which is about 60 times faster than the CPU implementation of SIFT. In short, our implementation obtains appropriate accuracy and higher efficiency compared to CPU implementations and other GPU implementations, which is attributed to our dedicated optimization strategies.","","978-0-7695-5088-6","10.1109/HPCC.and.EUC.2013.192","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6832074","","Graphics processing units;Instruction sets;Feature extraction;Convolution;Histograms;Optimization;Vectors","graphics processing units;parallel architectures;parallel processing;transforms","GPU;SIFT optimization;SIFT parallelization;scale invariant feature transform;feature extraction algorithm;parallel computing strategies;CUDA programming model;parallel strategy;CUDA architecture;CUDA-SIFT;CPU implementation","","5","","13","","12 Jun 2014","","","IEEE","IEEE Conferences"
"Simplifying the multi-GPU programming of a hyperspectral image registration algorithm","J. Fernàndez-Fabeiro; A. Gonzalez-Escribano; D. R. Llanos","Universidad de Valladolid,Departamento de Informaticá,Valladolid,Spain; Universidad de Valladolid,Departamento de Informaticá,Valladolid,Spain; Universidad de Valladolid,Departamento de Informaticá,Valladolid,Spain","2019 International Conference on High Performance Computing & Simulation (HPCS)","9 Sep 2020","2019","","","11","18","Hyperspectral image registration is a relevant task for real-time applications like environmental disasters management or search and rescue scenarios. Traditional algorithms for this problem were not really devoted to real-time performance. The HYFMGPU algorithm arose as a high-performance GPU-based solution to solve such a lack. Nevertheless, a single-GPU solution is not enough, as sensors are evolving and then generating images with finer resolutions and wider wavelength ranges. An MPI+CUDA multi-GPU implementation of HYFMGPU was previously presented. However, this solution shows the programming complexity of combining MPI with an accelerator programming model. In this paper we present a new and more abstract programming approach for this type of applications, which provides a high efficiency while simplifying the programming of the multi-device parts of the code. The solution uses Hitmap, a library to ease the programming of parallel applications based on distributed arrays. It uses a more algorithm-oriented approach than MPI, including abstractions for the automatic partition and mapping of arrays at runtime with arbitrary granularity, as well as techniques to build flexible communication patterns that transparently adapt to the data partitions. We show how these abstractions apply to this application class. We present a comparison of development effort metrics between the original MPI implementation and the one based on Hitmap, with reductions of up to 95% for the Halstead score in specific work redistribution steps. We finally present experimental results showing that these abstractions are internally implemented in a high efficient way that can reduce the overall performance time in up to 37% comparing with the original MPI implementation.","","978-1-7281-4484-9","10.1109/HPCS48598.2019.9188064","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9188064","Hyperspectral imaging;image registration;parallel libraries;distributed arrays;MPI;CUDA;GPGPU","Programming;Graphics processing units;Hyperspectral imaging;Real-time systems;Libraries;Principal component analysis","application program interfaces;emergency management;graphics processing units;hyperspectral imaging;image registration;message passing;parallel architectures","multiGPU programming;hyperspectral image registration algorithm;real-time applications;environmental disasters management;search and rescue scenario;real-time performance;HYFMGPU algorithm;high-performance GPU-based solution;programming complexity;accelerator programming model;abstract programming approach;multidevice parts;Hitmap;parallel applications;distributed arrays;algorithm-oriented approach;application class;performance time","","","","29","","9 Sep 2020","","","IEEE","IEEE Conferences"
"Two-stage Asynchronous Iterative Solvers for multi-GPU Clusters","P. Nayak; T. Cojean; H. Anzt","Karlsruhe Institute of Technology,Germany; Karlsruhe Institute of Technology,Germany; Karlsruhe Institute of Technology,Germany","2020 IEEE/ACM 11th Workshop on Latest Advances in Scalable Algorithms for Large-Scale Systems (ScalA)","31 Dec 2020","2020","","","9","18","Given the trend of supercomputers accumulating much of their compute power in GPU accelerators composed of thousands of cores and operating in streaming mode, global synchronization points become a bottleneck, severely confining the performance of applications. In consequence, asynchronous methods breaking up the bulk-synchronous programming model are becoming increasingly attractive. In this paper, we study a GPU-focused asynchronous version of the Restricted Additive Schwarz (RAS) method that employs preconditioned Krylov subspace methods as subdomain solvers. We analyze the method for various parameters such as local solver tolerance and iteration counts. Leveraging the multi-GPU architecture on Summit, we show that these two-stage methods are more memory and time efficient than asynchronous RAS using direct solvers. We also demonstrate the superiority over synchronous counterparts, and present results using one-sided CUDA-aware MPI on up to 36 NVIDIA V100 GPUs.","","978-1-6654-2270-3","10.1109/ScalA51936.2020.00007","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9308758","Asynchronous iterative methods;Schwarz methods;GPUs;Krylov subspace solvers","Iterative methods;Convergence;Synchronization;Additives;Symmetric matrices;Sparse matrices;Programming","graphics processing units;hardware accelerators;iterative methods;multiprocessing systems;parallel architectures;parallel machines","multiGPU clusters;GPU accelerators;global synchronization points;GPU-focused asynchronous version;restricted additive Schwarz method;preconditioned Krylov subspace methods;subdomain solvers;local solver tolerance;iteration counts;multiGPU architecture;two-stage asynchronous iterative solvers;supercomputers;Summit;asynchronous RAS;one-sided CUDA-aware MPI;NVIDIA V100 GPUs","","","","14","","31 Dec 2020","","","IEEE","IEEE Conferences"
"Parallel Fast Pencil Drawing Generation Algorithm Based on GPU","J. Qiu; B. Liu; J. He; C. Liu; Y. Li","College of Information Engineering, Northwest A&F University, Yangling, China; College of Information Engineering, Northwest A&F University, Yangling, China; College of Mathematics and Computer Science, Yan’an University, Yan’an, China; College of Information Engineering, Northwest A&F University, Yangling, China; School of Computer Science and Technology, Xi’an University of Science and Technology, Xi’an, China","IEEE Access","5 Jul 2019","2019","7","","83543","83555","With the development of image processing technology, pencil drawing has been widely used in video games and mobile phone applications. However, the existing pencil drawing algorithms require a large amount of time to convert a real picture into a pencil drawing; hence, it is difficult to apply them to real-time systems. This paper proposes a parallel fast pencil drawing generation algorithm based on the graphics processing unit (GPU) to accelerate the real-time rendering process of sketch painting. The parallelism of the pencil drawing generation algorithm is identified via a theoretical analysis at first. Then, sub-algorithms of the sequential algorithm are designed in parallel using the compute unified device architecture (CUDA) programming model and executed via thread-level parallel techniques. Furthermore, an optimal cache pattern of data that reduce the access time of the most frequently used data is structured using shared memory and constant memory. Finally, task-level parallelism is achieved by the CUDA stream technology, which overlaps independent sub-tasks for further acceleration. On the CUDA platform, the experimental results demonstrate that the proposed parallel algorithm can achieve a significant increase in speedup. The proposed algorithm achieves a performance improvement of 448.59 times compared with the sequential algorithm, on 2560×1920-resolution images, and maintains a high degree of similarity with the real pencil paintings. Hence, the proposed algorithm is suitable for real-time pencil drawing rendering and has promising application prospects in non-photorealistic rendering.","2169-3536","","10.1109/ACCESS.2019.2924658","National Natural Science Foundation of China(grant numbers:61602388); Natural Science Basic Research Plan in Shaanxi Province of China(grant numbers:2017JM6059); Fundamental Research Funds for the Central Universities(grant numbers:2452019064); Postdoctoral Science Foundation of Shaanxi Province of China(grant numbers:2016BSHEDZZ121); China Postdoctoral Science Foundation(grant numbers:2017M613216,2018M633585); Natural Science Basic Research Plan in Shaanxi Province of China(grant numbers:2018JQ6060); Key Program of the National Natural Science Foundation of China(grant numbers:61834005); Fundamental Research Funds for the Central Universities(grant numbers:2452016081); Doctoral Starting up Foundation of Yan’an University(grant numbers:YDBK2019-06); Northwest A and F University(grant numbers:2201810712307); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8744506","Non-photorealistic rendering;pencil drawing;parallel algorithm;GPU platform;convolution operation;CUDA","Graphics processing units;Rendering (computer graphics);Instruction sets;Histograms;Parallel processing;STEM;Real-time systems","graphics processing units;image resolution;parallel architectures;real-time systems;rendering (computer graphics)","parallel algorithm;sequential algorithm;parallel fast pencil drawing generation algorithm;image processing technology;real-time rendering process;thread-level parallel techniques;task-level parallelism;CUDA programming model;compute unified device architecture;real-time pencil drawing rendering;pencil drawing algorithms","","3","","37","CCBY","24 Jun 2019","","","IEEE","IEEE Journals"
"An Asynchronous Parallel Implementation of Multilevel Fast Multipole Algorithm on GPU Cluster for 3D Electromagnetic Scattering Problems","R. -P. Xi; W. -J. He; M. -L. Yang; X. -Q. Sheng","Center for Electromagnetic Simulation, School of Information and Electronics, Beijing Institute of Technology,Beijing,China,100081; Center for Electromagnetic Simulation, School of Information and Electronics, Beijing Institute of Technology,Beijing,China,100081; Center for Electromagnetic Simulation, School of Information and Electronics, Beijing Institute of Technology,Beijing,China,100081; Center for Electromagnetic Simulation, School of Information and Electronics, Beijing Institute of Technology,Beijing,China,100081","2021 International Applied Computational Electromagnetics Society (ACES-China) Symposium","8 Nov 2021","2021","","","1","2","This paper presents a CPU/GPU asynchronous computing pattern based improved parallel multilevel fast multipole algorithm (MLFMA) for 3D electromagnetic scattering problems on GPU Cluster. In the presented parallel implementation, the matrix assembly process of the MLFMA is decomposed into CPU execution and GPU execution two parts. The former is performed on CPU using OpenMP multi-threading programming model, while the latter is performed on GPU with CUDA programming model. The execution time between the two parts is overlapped by using the feature of asynchronous execution between CPU and GPU. The performance of the proposed parallel implementation is investigated in terms of accuracy and efficiency. Numerical results show that, with the proposed parallel approach, over 10% speed-up can be attained, compared with the original parallel implementation.","","978-1-7335096-1-9","10.23919/ACES-China52398.2021.9581392","National Key R&D Program of China(grant numbers:2017YFB0202500); NSFC(grant numbers:61971034); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9581392","Multilevel fast multipole algorithm;OpenMP;CUDA;Asynchronous Computing;scattering","Three-dimensional displays;Runtime;Computational modeling;Electromagnetic scattering;Graphics processing units;Programming;Computational electromagnetics","","","","","","4","","8 Nov 2021","","","IEEE","IEEE Conferences"
"Accelerating DNN Inference with GraphBLAS and the GPU","X. Wang; Z. Lin; C. Yang; J. D. Owens","University of California, Davis,Department of Computer Science,Davis,California,95616; University of California, Davis,Department of Electrical & Computer Engineering,Davis,California,95616; University of California, Davis,Department of Electrical & Computer Engineering,Davis,California,95616; University of California, Davis,Department of Electrical & Computer Engineering,Davis,California,95616","2019 IEEE High Performance Extreme Computing Conference (HPEC)","28 Nov 2019","2019","","","1","6","This work addresses the 2019 Sparse Deep Neural Network Graph Challenge with an implementation of this challenge using the GraphBLAS programming model. We demonstrate our solution to this challenge with GraphBLAST, a GraphBLAS implementation on the GPU, and compare it to SuiteSparse, a GraphBLAS implementation on the CPU. The GraphBLAST implementation is 1.94 × faster than Suite-Sparse; the primary opportunity to increase performance on the GPU is a higher-performance sparse-matrix-times-sparse-matrix (SpGEMM) kernel.","2643-1971","978-1-7281-5020-8","10.1109/HPEC.2019.8916498","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8916498","","Sparse matrices;Graphics processing units;Neurons;Matlab;Runtime;Neural networks;Memory management","graph theory;graphics processing units;inference mechanisms;multiprocessing systems;neural nets;sparse matrices","GraphBLAS implementation;GPU;GraphBLAST implementation;Suite-Sparse;DNN Inference;2019 Sparse Deep Neural Network Graph Challenge;GraphBLAS programming model;sparse-matrix-times-sparse-matrix kernel","","4","","14","","28 Nov 2019","","","IEEE","IEEE Conferences"
"CNN based high performance computing for real time image processing on GPU","S. Potluri; A. Fasih; L. K. Vutukuru; F. A. Machot; K. Kyamakya","Transportation Informatics Group, Alpen-Adria University of Klagenfurt, Klagenfurt, Austria; Transportation Informatics Group, Alpen-Adria University of Klagenfurt, Klagenfurt, Austria; Transportation Informatics Group, Alpen-Adria University of Klagenfurt, Klagenfurt, Austria; Transportation Informatics Group, Alpen-Adria University of Klagenfurt, Klagenfurt, Austria; Transportation Informatics Group, Alpen-Adria University of Klagenfurt, Klagenfurt, Austria","Proceedings of the Joint INDS'11 & ISTET'11","22 Sep 2011","2011","","","1","7","Many of the basic image processing tasks suffer from processing overhead to operate over the whole image. In real time applications the processing time is considered as a big obstacle for its implementations. A High Performance Computing (HPC) platform is necessary in order to solve this problem. The usage of hardware accelerator make the processing time low. In recent developments, the Graphics Processing Unit (GPU) is being used in many applications. Along with the hardware accelerator a proper choice of the computing algorithm makes it an added advantage for fast processing of images. The Cellular Neural Network (CNN) is a large-scale nonlinear analog circuit able to process signals in real time [1]. In this paper, we develop a new design in evaluation of image processing algorithms on the massively parallel GPUs with CNN implementation using Open Computing Language (OpenCL) programming model. This implementation uses the Discrete Time CNN (DT-CNN) model which is derived from originally proposed CNN model. The inherent massive parallelism of CNN along with GPUs makes it an advantage for high performance computing platform [2]. The advantage of OpenCL makes the design to be portable on all the available graphics processing devices and multi core processors. Performance evaluation is done in terms of execution time with both device (i.e. GPU) and host (i.e. CPU).","2324-8335","978-1-4577-0762-9","10.1109/INDS.2011.6024781","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6024781","Image processing;Hardware accelerators;Cellular Neural Networks;GPUs;High Performance Computing;OpenCL","Graphics processing unit;Mathematical model;Kernel;Image processing;Equations;Computer architecture","analogue circuits;cellular neural nets;computer graphic equipment;coprocessors;image processing;multiprocessing systems;parallel programming","CNN based high performance computing;real time image processing;hardware accelerator;graphical processing unit;cellular neural network;large-scale nonlinear analog circuit;signal processing;parallel GPU;open computing language programming model;discrete time CNN model;DT-CNN model;OpenCL;multicore processor;performance evaluation","","23","","17","","22 Sep 2011","","","IEEE","IEEE Conferences"
